É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2026/02/18 17:25:54

,ãûìs,ãûìs,ãûìs,ãûìs,ãûìs,ãûìs,ãûìs,ãûìs,ãûìs
1980/2/1,4.9,8,1,-1.7,8,1,0.8,8,1
1980/2/2,6.8,8,1,-2.4,8,1,2.1,8,1
1980/2/3,7.3,8,1,-0.4,8,1,2.8,8,1
1980/2/4,8.6,8,1,-0.7,8,1,4.2,8,1
1980/2/5,7.5,8,1,-0.6,8,1,3.0,8,1
1980/2/6,4.1,8,1,-3.7,8,1,0.1,8,1
1980/2/7,7.1,8,1,-3.9,8,1,1.4,8,1
1980/2/8,7.0,8,1,-0.7,8,1,2.8,8,1
1980/2/9,5.9,8,1,-1.4,8,1,1.2,8,1
1980/2/10,9.2,8,1,-1.0,8,1,3.0,8,1
1980/2/11,10.4,8,1,0.3,8,1,4.8,8,1
1980/2/12,8.0,8,1,-0.4,8,1,3.5,8,1
1980/2/13,9.7,8,1,-0.3,8,1,3.5,8,1
1980/2/14,7.3,8,1,-0.2,8,1,3.1,8,1
1980/2/15,8.0,8,1,-0.2,8,1,2.9,8,1
1980/2/16,6.0,8,1,-1.4,8,1,0.9,8,1
1980/2/17,7.2,8,1,-3.1,8,1,1.4,8,1
1980/2/18,7.0,8,1,0.7,8,1,3.7,8,1
1980/2/19,8.4,8,1,0.3,8,1,3.8,8,1
1980/2/20,9.2,8,1,1.2,8,1,4.7,8,1
1980/2/21,7.4,8,1,1.1,8,1,3.2,8,1
1980/2/22,7.4,8,1,-1.0,8,1,2.2,8,1
1980/2/23,9.9,8,1,-2.9,8,1,4.2,8,1
1980/2/24,12.2,8,1,0.6,8,1,5.7,8,1
1980/2/25,10.1,8,1,1.1,8,1,5.5,8,1
1980/2/26,8.2,8,1,0.1,8,1,5.2,8,1
1980/2/27,10.1,8,1,5.3,8,1,7.2,8,1
1980/2/28,11.9,8,1,3.5,8,1,6.7,8,1
1980/2/29,13.2,8,1,0.9,8,1,7.7,8,1
1980/3/1,9.4,8,1,4.4,8,1,6.8,8,1
1980/3/2,10.1,8,1,1.1,8,1,5.2,8,1
1980/3/3,12.1,8,1,-0.5,8,1,5.4,8,1
1980/3/4,10.3,8,1,0.2,8,1,5.3,8,1
1980/3/5,7.7,8,1,1.6,8,1,4.9,8,1
1980/3/6,14.2,8,1,0.0,8,1,6.8,8,1
1980/3/7,11.1,8,1,5.7,8,1,9.2,8,1
1980/3/8,14.0,8,1,6.0,8,1,9.0,8,1
1980/3/9,12.7,8,1,5.7,8,1,10.1,8,1
1980/3/10,12.4,8,1,4.3,8,1,8.1,8,1
1980/3/11,7.7,8,1,1.8,8,1,4.1,8,1
1980/3/12,8.2,8,1,1.3,8,1,3.8,8,1
1980/3/13,11.7,8,1,-0.5,8,1,5.2,8,1
1980/3/14,9.5,8,1,3.8,8,1,6.1,8,1
1980/3/15,11.0,8,1,2.2,8,1,6.3,8,1
1980/3/16,12.9,8,1,0.9,8,1,6.4,8,1
1980/3/17,13.5,8,1,2.2,8,1,7.4,8,1
1980/3/18,8.1,8,1,2.4,8,1,4.6,8,1
1980/3/19,13.8,8,1,-0.2,8,1,6.4,8,1
1980/3/20,18.2,8,1,1.3,8,1,10.0,8,1
1980/3/21,14.0,8,1,5.9,8,1,9.9,8,1
1980/3/22,7.9,8,1,3.4,8,1,5.1,8,1
1980/3/23,10.5,8,1,1.5,8,1,5.0,8,1
1980/3/24,10.8,8,1,0.1,8,1,5.3,8,1
1980/3/25,11.9,8,1,0.5,8,1,6.3,8,1
1980/3/26,14.6,8,1,1.2,8,1,8.0,8,1
1980/3/27,15.2,8,1,1.9,8,1,8.2,8,1
1980/3/28,18.5,8,1,1.4,8,1,10.6,8,1
1980/3/29,16.1,8,1,8.6,8,1,12.5,8,1
1980/3/30,17.1,8,1,7.9,8,1,12.4,8,1
1980/3/31,18.5,8,1,5.4,8,1,12.7,8,1
1980/4/1,13.7,8,1,7.0,8,1,10.8,8,1
1980/4/2,15.0,8,1,2.5,8,1,7.5,8,1
1980/4/3,17.2,8,1,1.5,8,1,9.7,8,1
1980/4/4,22.2,8,1,7.4,8,1,14.6,8,1
1980/4/5,23.6,8,1,9.5,8,1,16.6,8,1
1980/4/6,21.6,8,1,11.5,8,1,17.6,8,1
1980/4/7,15.4,8,1,7.5,8,1,10.5,8,1
1980/4/8,20.8,8,1,7.0,8,1,14.6,8,1
1980/4/9,15.1,8,1,10.2,8,1,12.9,8,1
1980/4/10,16.3,8,1,5.5,8,1,10.4,8,1
1980/4/11,21.2,8,1,3.8,8,1,13.5,8,1
1980/4/12,20.4,8,1,12.4,8,1,16.1,8,1
1980/4/13,16.5,8,1,14.0,8,1,15.3,8,1
1980/4/14,15.3,8,1,8.1,8,1,11.0,8,1
1980/4/15,13.5,8,1,6.0,8,1,9.6,8,1
1980/4/16,14.5,8,1,3.0,8,1,9.2,8,1
1980/4/17,13.3,8,1,4.3,8,1,8.6,8,1
1980/4/18,18.1,8,1,2.1,8,1,10.3,8,1
1980/4/19,24.2,8,1,7.2,8,1,16.2,8,1
1980/4/20,20.7,8,1,12.5,8,1,16.8,8,1
1980/4/21,20.9,8,1,9.6,8,1,14.2,8,1
1980/4/22,20.8,8,1,7.1,8,1,13.7,8,1
1980/4/23,19.2,8,1,7.7,8,1,12.2,8,1
1980/4/24,17.0,8,1,4.6,8,1,10.9,8,1
1980/4/25,17.4,8,1,7.9,8,1,11.6,8,1
1980/4/26,20.7,8,1,4.4,8,1,12.3,8,1
1980/4/27,17.2,8,1,6.2,8,1,12.8,8,1
1980/4/28,15.4,8,1,10.0,8,1,12.8,8,1
1980/4/29,21.7,8,1,7.6,8,1,14.3,8,1
1980/4/30,18.2,8,1,11.4,8,1,14.7,8,1
1980/5/1,17.7,8,1,7.4,8,1,12.8,8,1
1980/5/2,21.7,8,1,4.9,8,1,13.9,8,1
1980/5/3,26.4,8,1,7.8,8,1,17.3,8,1
1980/5/4,27.4,8,1,11.7,8,1,20.0,8,1
1980/5/5,20.2,8,1,12.2,8,1,17.2,8,1
1980/5/6,19.2,8,1,9.1,8,1,13.9,8,1
1980/5/7,19.6,8,1,10.0,8,1,13.6,8,1
1980/5/8,17.9,8,1,9.7,8,1,14.4,8,1
1980/5/9,20.9,8,1,13.3,8,1,16.1,8,1
1980/5/10,24.5,8,1,10.2,8,1,17.2,8,1
1980/5/11,28.0,8,1,11.1,8,1,19.7,8,1
1980/5/12,30.5,8,1,13.3,8,1,21.2,8,1
1980/5/13,25.1,8,1,15.7,8,1,19.1,8,1
1980/5/14,30.0,8,1,13.5,8,1,22.2,8,1
1980/5/15,25.0,8,1,14.4,8,1,18.9,8,1
1980/5/16,21.6,8,1,13.1,8,1,15.9,8,1
1980/5/17,22.5,8,1,8.4,8,1,15.1,8,1
1980/5/18,23.5,8,1,10.8,8,1,16.8,8,1
1980/5/19,25.6,8,1,11.8,8,1,19.2,8,1
1980/5/20,22.9,8,1,18.0,8,1,20.4,8,1
1980/5/21,25.3,8,1,19.1,8,1,21.2,8,1
1980/5/22,23.6,8,1,13.3,8,1,18.8,8,1
1980/5/23,29.5,8,1,10.7,8,1,20.9,8,1
1980/5/24,30.7,8,1,17.3,8,1,23.7,8,1
1980/5/25,23.0,8,1,19.5,8,1,20.4,8,1
1980/5/26,25.3,8,1,16.3,8,1,21.1,8,1
1980/5/27,22.8,8,1,13.0,8,1,17.8,8,1
1980/5/28,28.2,8,1,12.0,8,1,20.2,8,1
1980/5/29,29.8,8,1,14.2,8,1,22.6,8,1
1980/5/30,25.9,8,1,21.2,8,1,23.3,8,1
1980/5/31,24.2,8,1,20.9,8,1,22.1,8,1
1980/6/1,25.7,8,1,19.2,8,1,21.6,8,1
1980/6/2,21.8,8,1,17.9,8,1,20.6,8,1
1980/6/3,26.4,8,1,16.1,8,1,21.0,8,1
1980/6/4,27.9,8,1,11.9,8,1,20.4,8,1
1980/6/5,31.0,8,1,14.9,8,1,22.7,8,1
1980/6/6,32.2,8,1,15.8,8,1,23.9,8,1
1980/6/7,26.0,8,1,19.9,8,1,22.3,8,1
1980/6/8,25.6,8,1,20.4,8,1,23.1,8,1
1980/6/9,28.2,8,1,21.9,8,1,24.3,8,1
1980/6/10,25.6,8,1,19.9,8,1,22.5,8,1
1980/6/11,28.3,8,1,19.0,8,1,22.8,8,1
1980/6/12,30.3,8,1,17.6,8,1,24.4,8,1
1980/6/13,30.4,8,1,21.3,8,1,25.3,8,1
1980/6/14,29.9,8,1,20.9,8,1,24.7,8,1
1980/6/15,30.5,8,1,20.2,8,1,25.1,8,1
1980/6/16,30.9,8,1,23.1,8,1,26.6,8,1
1980/6/17,31.2,8,1,23.5,8,1,26.3,8,1
1980/6/18,26.3,8,1,20.1,8,1,23.0,8,1
1980/6/19,24.3,8,1,17.7,8,1,20.6,8,1
1980/6/20,21.2,8,1,16.9,8,1,19.0,8,1
1980/6/21,25.9,8,1,18.3,8,1,21.3,8,1
1980/6/22,29.0,8,1,18.5,8,1,23.7,8,1
1980/6/23,27.7,8,1,21.2,8,1,24.4,8,1
1980/6/24,30.9,8,1,20.9,8,1,25.8,8,1
1980/6/25,29.8,8,1,21.9,8,1,25.3,8,1
1980/6/26,25.9,8,1,21.9,8,1,24.1,8,1
1980/6/27,30.0,8,1,22.0,8,1,26.1,8,1
1980/6/28,31.8,8,1,22.1,8,1,25.1,8,1
1980/6/29,22.3,8,1,20.2,8,1,21.3,8,1
1980/6/30,27.0,8,1,19.7,8,1,23.3,8,1
1980/7/1,22.8,8,1,18.9,8,1,21.2,8,1
1980/7/2,23.2,8,1,18.8,8,1,21.0,8,1
1980/7/3,28.2,8,1,20.2,8,1,22.9,8,1
1980/7/4,28.5,8,1,17.7,8,1,22.9,8,1
1980/7/5,31.4,8,1,20.8,8,1,25.9,8,1
1980/7/6,30.5,8,1,23.1,8,1,26.6,8,1
1980/7/7,31.8,8,1,25.4,8,1,27.6,8,1
1980/7/8,30.1,8,1,24.3,8,1,26.6,8,1
1980/7/9,25.1,8,1,22.6,8,1,23.8,8,1
1980/7/10,26.6,8,1,22.0,8,1,24.0,8,1
1980/7/11,26.2,8,1,22.3,8,1,24.1,8,1
1980/7/12,28.1,8,1,20.4,8,1,23.6,8,1
1980/7/13,29.5,8,1,18.3,8,1,24.1,8,1
1980/7/14,28.6,8,1,22.3,8,1,24.1,8,1
1980/7/15,29.9,8,1,23.0,8,1,25.9,8,1
1980/7/16,26.9,8,1,21.0,8,1,23.4,8,1
1980/7/17,30.4,8,1,18.1,8,1,24.3,8,1
1980/7/18,27.5,8,1,22.0,8,1,24.4,8,1
1980/7/19,31.4,8,1,23.1,8,1,25.0,8,1
1980/7/20,34.5,8,1,22.3,8,1,28.4,8,1
1980/7/21,36.0,8,1,24.1,8,1,29.8,8,1
1980/7/22,34.3,8,1,23.5,8,1,29.0,8,1
1980/7/23,33.3,8,1,21.8,8,1,26.1,8,1
1980/7/24,25.9,8,1,20.8,8,1,23.0,8,1
1980/7/25,31.3,8,1,21.7,8,1,26.4,8,1
1980/7/26,27.2,8,1,23.1,8,1,24.4,8,1
1980/7/27,30.4,8,1,22.1,8,1,25.7,8,1
1980/7/28,30.3,8,1,20.2,8,1,24.6,8,1
1980/7/29,29.1,8,1,22.5,8,1,24.6,8,1
1980/7/30,26.7,8,1,22.5,8,1,24.2,8,1
1980/7/31,29.7,8,1,22.8,8,1,25.7,8,1
1980/8/1,27.3,8,1,21.0,8,1,23.8,8,1
1980/8/2,30.0,8,1,19.8,8,1,24.5,8,1
1980/8/3,27.6,8,1,22.2,8,1,24.4,8,1
1980/8/4,27.9,8,1,21.7,8,1,25.0,8,1
1980/8/5,30.9,8,1,23.1,8,1,26.4,8,1
1980/8/6,30.6,8,1,23.6,8,1,26.1,8,1
1980/8/7,30.8,8,1,23.1,8,1,26.2,8,1
1980/8/8,28.5,8,1,23.4,8,1,25.1,8,1
1980/8/9,29.6,8,1,22.9,8,1,25.5,8,1
1980/8/10,29.7,8,1,21.3,8,1,25.4,8,1
1980/8/11,30.3,8,1,24.4,8,1,26.8,8,1
1980/8/12,31.7,8,1,23.9,8,1,27.2,8,1
1980/8/13,33.2,8,1,22.4,8,1,27.6,8,1
1980/8/14,32.6,8,1,25.2,8,1,29.1,8,1
1980/8/15,33.9,8,1,25.0,8,1,28.9,8,1
1980/8/16,32.8,8,1,25.2,8,1,28.1,8,1
1980/8/17,26.7,8,1,22.6,8,1,24.1,8,1
1980/8/18,26.4,8,1,21.6,8,1,23.8,8,1
1980/8/19,29.0,8,1,22.3,8,1,25.3,8,1
1980/8/20,24.5,8,1,22.5,8,1,23.4,8,1
1980/8/21,30.4,8,1,22.0,8,1,25.8,8,1
1980/8/22,29.3,8,1,23.7,8,1,25.4,8,1
1980/8/23,27.4,8,1,23.0,8,1,24.6,8,1
1980/8/24,31.2,8,1,21.5,8,1,26.0,8,1
1980/8/25,31.6,8,1,23.1,8,1,26.5,8,1
1980/8/26,32.7,8,1,23.2,8,1,26.6,8,1
1980/8/27,32.0,8,1,23.7,8,1,26.8,8,1
1980/8/28,28.8,8,1,21.4,8,1,24.3,8,1
1980/8/29,23.0,8,1,21.0,8,1,22.2,8,1
1980/8/30,26.4,8,1,22.1,8,1,23.9,8,1
1980/8/31,25.0,8,1,22.4,8,1,23.7,8,1
1980/9/1,26.5,8,1,19.8,8,1,23.1,8,1
1980/9/2,30.1,8,1,18.5,8,1,23.8,8,1
1980/9/3,30.8,8,1,19.4,8,1,24.7,8,1
1980/9/4,31.5,8,1,21.4,8,1,25.9,8,1
1980/9/5,31.7,8,1,21.5,8,1,26.7,8,1
1980/9/6,29.5,8,1,22.2,8,1,25.2,8,1
1980/9/7,25.6,8,1,20.3,8,1,22.5,8,1
1980/9/8,21.8,8,1,19.5,8,1,20.8,8,1
1980/9/9,27.7,8,1,18.2,8,1,22.7,8,1
1980/9/10,30.0,8,1,22.6,8,1,26.0,8,1
1980/9/11,32.2,8,1,26.6,8,1,28.9,8,1
1980/9/12,30.2,8,1,22.3,8,1,25.6,8,1
1980/9/13,29.0,8,1,19.9,8,1,23.5,8,1
1980/9/14,29.5,8,1,17.2,8,1,22.7,8,1
1980/9/15,30.7,8,1,16.0,8,1,22.7,8,1
1980/9/16,29.9,8,1,17.2,8,1,23.4,8,1
1980/9/17,30.3,8,1,19.1,8,1,24.2,8,1
1980/9/18,29.0,8,1,20.0,8,1,23.4,8,1
1980/9/19,30.5,8,1,18.2,8,1,24.3,8,1
1980/9/20,23.6,8,1,19.3,8,1,21.6,8,1
1980/9/21,27.8,8,1,18.4,8,1,23.2,8,1
1980/9/22,24.9,8,1,16.4,8,1,20.7,8,1
1980/9/23,22.9,8,1,14.6,8,1,18.7,8,1
1980/9/24,19.7,8,1,15.1,8,1,17.0,8,1
1980/9/25,19.8,8,1,15.0,8,1,17.2,8,1
1980/9/26,20.0,8,1,15.2,8,1,17.5,8,1
1980/9/27,20.2,8,1,14.0,8,1,16.4,8,1
1980/9/28,24.0,8,1,13.6,8,1,17.8,8,1
1980/9/29,25.4,8,1,13.1,8,1,18.6,8,1
1980/9/30,22.8,8,1,13.0,8,1,17.3,8,1
1980/10/1,23.4,8,1,12.2,8,1,17.1,8,1
1980/10/2,24.2,8,1,11.0,8,1,17.4,8,1
1980/10/3,25.0,8,1,12.1,8,1,18.1,8,1
1980/10/4,26.5,8,1,12.2,8,1,18.9,8,1
1980/10/5,25.2,8,1,12.9,8,1,19.4,8,1
1980/10/6,25.7,8,1,17.3,8,1,21.9,8,1
1980/10/7,21.8,8,1,17.9,8,1,20.0,8,1
1980/10/8,28.5,8,1,18.7,8,1,22.5,8,1
1980/10/9,23.9,8,1,15.0,8,1,18.1,8,1
1980/10/10,23.8,8,1,14.7,8,1,20.0,8,1
1980/10/11,24.0,8,1,17.5,8,1,20.3,8,1
1980/10/12,26.1,8,1,19.2,8,1,21.6,8,1
1980/10/13,23.6,8,1,19.6,8,1,21.6,8,1
1980/10/14,21.7,8,1,16.9,8,1,19.2,8,1
1980/10/15,22.5,8,1,14.0,8,1,17.3,8,1
1980/10/16,24.6,8,1,12.9,8,1,19.2,8,1
1980/10/17,24.2,8,1,15.3,8,1,19.9,8,1
1980/10/18,25.9,8,1,15.7,8,1,21.4,8,1
1980/10/19,21.0,8,1,18.6,8,1,19.7,8,1
1980/10/20,22.2,8,1,16.7,8,1,19.1,8,1
1980/10/21,22.6,8,1,13.6,8,1,17.8,8,1
1980/10/22,17.3,8,1,11.3,8,1,13.7,8,1
1980/10/23,18.7,8,1,9.6,8,1,13.3,8,1
1980/10/24,17.8,8,1,9.4,8,1,14.2,8,1
1980/10/25,21.6,8,1,15.5,8,1,18.1,8,1
1980/10/26,16.5,8,1,10.7,8,1,12.8,8,1
1980/10/27,16.8,8,1,8.6,8,1,12.4,8,1
1980/10/28,17.5,8,1,7.2,8,1,12.1,8,1
1980/10/29,16.3,8,1,6.3,8,1,11.0,8,1
1980/10/30,15.7,8,1,5.9,8,1,10.5,8,1
1980/10/31,14.1,8,1,6.8,8,1,10.3,8,1
1980/11/1,17.1,8,1,5.3,8,1,10.5,8,1
1980/11/2,16.4,8,1,5.3,8,1,10.2,8,1
1980/11/3,14.7,8,1,5.4,8,1,9.6,8,1
1980/11/4,15.6,8,1,2.5,8,1,9.8,8,1
1980/11/5,17.3,8,1,10.0,8,1,14.0,8,1
1980/11/6,22.4,8,1,12.1,8,1,16.6,8,1
1980/11/7,18.9,8,1,12.3,8,1,15.9,8,1
1980/11/8,15.0,8,1,6.6,8,1,11.2,8,1
1980/11/9,16.3,8,1,4.7,8,1,9.4,8,1
1980/11/10,16.8,8,1,6.0,8,1,11.2,8,1
1980/11/11,21.4,8,1,9.9,8,1,14.6,8,1
1980/11/12,22.0,8,1,8.2,8,1,15.4,8,1
1980/11/13,17.8,8,1,7.8,8,1,12.3,8,1
1980/11/14,15.0,8,1,4.9,8,1,9.0,8,1
1980/11/15,17.2,8,1,3.5,8,1,9.7,8,1
1980/11/16,14.4,8,1,4.4,8,1,10.5,8,1
1980/11/17,17.1,8,1,8.7,8,1,11.9,8,1
1980/11/18,19.9,8,1,6.0,8,1,12.0,8,1
1980/11/19,19.6,8,1,6.1,8,1,12.1,8,1
1980/11/20,22.0,8,1,6.5,8,1,13.9,8,1
1980/11/21,19.5,8,1,12.9,8,1,15.8,8,1
1980/11/22,19.6,8,1,14.2,8,1,16.1,8,1
1980/11/23,17.3,8,1,11.8,8,1,14.3,8,1
1980/11/24,18.4,8,1,10.8,8,1,13.7,8,1
1980/11/25,17.5,8,1,9.6,8,1,12.6,8,1
1980/11/26,15.7,8,1,8.1,8,1,12.2,8,1
1980/11/27,15.9,8,1,5.3,8,1,10.8,8,1
1980/11/28,13.0,8,1,9.6,8,1,10.8,8,1
1980/11/29,15.0,8,1,8.7,8,1,11.3,8,1
1980/11/30,14.1,8,1,5.7,8,1,9.3,8,1
1980/12/1,17.3,8,1,5.6,8,1,10.3,8,1
1980/12/2,16.8,8,1,3.9,8,1,11.3,8,1
1980/12/3,15.9,8,1,8.0,8,1,11.9,8,1
1980/12/4,11.3,8,1,3.8,8,1,7.2,8,1
1980/12/5,11.5,8,1,2.5,8,1,6.2,8,1
1980/12/6,11.4,8,1,0.2,8,1,5.4,8,1
1980/12/7,13.1,8,1,1.8,8,1,7.4,8,1
1980/12/8,12.4,8,1,2.1,8,1,6.3,8,1
1980/12/9,11.0,8,1,1.0,8,1,6.0,8,1
1980/12/10,11.4,8,1,1.8,8,1,5.5,8,1
1980/12/11,12.9,8,1,-0.3,8,1,6.5,8,1
1980/12/12,9.6,8,1,2.0,8,1,6.6,8,1
1980/12/13,5.6,8,1,0.0,8,1,2.4,8,1
1980/12/14,7.4,8,1,-1.3,8,1,3.4,8,1
1980/12/15,7.1,8,1,0.7,8,1,3.2,8,1
1980/12/16,9.6,8,1,-0.7,8,1,4.2,8,1
1980/12/17,11.4,8,1,4.4,8,1,7.0,8,1
1980/12/18,11.0,8,1,1.9,8,1,6.6,8,1
1980/12/19,9.8,8,1,4.0,8,1,6.4,8,1
1980/12/20,8.2,8,1,1.8,8,1,4.0,8,1
1980/12/21,6.8,8,1,0.5,8,1,3.2,8,1
1980/12/22,8.1,8,1,-1.5,8,1,2.9,8,1
1980/12/23,5.1,8,1,0.4,8,1,2.9,8,1
1980/12/24,6.5,8,1,1.6,8,1,4.3,8,1
1980/12/25,9.8,8,1,3.2,8,1,6.2,8,1
1980/12/26,9.9,8,1,0.7,8,1,4.6,8,1
1980/12/27,5.9,8,1,-1.2,8,1,1.4,8,1
1980/12/28,4.7,8,1,-2.7,8,1,0.0,8,1
1980/12/29,4.6,8,1,-3.1,8,1,0.3,8,1
1980/12/30,6.5,8,1,-1.1,8,1,2.5,8,1
1980/12/31,7.3,8,1,-1.4,8,1,2.7,8,1
1981/1/1,8.9,8,1,-2.2,8,1,3.3,8,1
1981/1/2,6.9,8,1,1.1,8,1,4.2,8,1
1981/1/3,5.7,8,1,-0.4,8,1,1.8,8,1
1981/1/4,6.6,8,1,-1.9,8,1,1.5,8,1
1981/1/5,6.3,8,1,-3.3,8,1,1.3,8,1
1981/1/6,6.3,8,1,-3.0,8,1,1.7,8,1
1981/1/7,6.0,8,1,-0.8,8,1,2.5,8,1
1981/1/8,9.6,8,1,-0.2,8,1,3.9,8,1
1981/1/9,10.0,8,1,-2.3,8,1,3.5,8,1
1981/1/10,8.8,8,1,0.6,8,1,4.1,8,1
1981/1/11,5.2,8,1,-1.6,8,1,1.0,8,1
1981/1/12,5.3,8,1,-2.4,8,1,1.3,8,1
1981/1/13,5.5,8,1,-1.8,8,1,1.2,8,1
1981/1/14,5.3,8,1,-1.8,8,1,1.3,8,1
1981/1/15,5.5,8,1,0.5,8,1,2.4,8,1
1981/1/16,5.5,8,1,-0.4,8,1,1.8,8,1
1981/1/17,6.1,8,1,-1.9,8,1,1.4,8,1
1981/1/18,6.0,8,1,-3.4,8,1,1.9,8,1
1981/1/19,6.6,8,1,-0.4,8,1,3.1,8,1
1981/1/20,7.4,8,1,-0.2,8,1,2.6,8,1
1981/1/21,8.3,8,1,-1.4,8,1,2.3,8,1
1981/1/22,4.6,8,1,-1.1,8,1,1.2,8,1
1981/1/23,5.9,8,1,-2.0,8,1,1.6,8,1
1981/1/24,4.3,8,1,-0.3,8,1,2.7,8,1
1981/1/25,8.9,8,1,3.8,8,1,5.8,8,1
1981/1/26,4.0,8,1,-0.4,8,1,2.3,8,1
1981/1/27,5.2,8,1,-1.6,8,1,1.2,8,1
1981/1/28,6.4,8,1,-0.6,8,1,1.8,8,1
1981/1/29,8.6,8,1,-3.1,8,1,2.5,8,1
1981/1/30,6.6,8,1,-0.6,8,1,2.5,8,1
1981/1/31,8.3,8,1,-2.9,8,1,3.2,8,1
1981/2/1,4.8,8,1,0.6,8,1,2.7,8,1
1981/2/2,6.1,8,1,-0.3,8,1,2.8,8,1
1981/2/3,7.5,8,1,-1.4,8,1,2.6,8,1
1981/2/4,4.9,8,1,-0.9,8,1,1.1,8,1
1981/2/5,6.1,8,1,-0.5,8,1,2.2,8,1
1981/2/6,8.6,8,1,-1.6,8,1,2.9,8,1
1981/2/7,10.1,8,1,-0.4,8,1,4.4,8,1
1981/2/8,10.1,8,1,0.5,8,1,5.2,8,1
1981/2/9,10.0,8,1,-0.5,8,1,4.7,8,1
1981/2/10,9.5,8,1,0.5,8,1,4.5,8,1
1981/2/11,6.6,8,1,-0.5,8,1,2.6,8,1
1981/2/12,8.7,8,1,-2.7,8,1,4.3,8,1
1981/2/13,9.1,8,1,5.5,8,1,7.2,8,1
1981/2/14,11.9,8,1,4.6,8,1,8.3,8,1
1981/2/15,16.1,8,1,0.9,8,1,9.6,8,1
1981/2/16,14.0,8,1,6.8,8,1,10.5,8,1
1981/2/17,6.8,8,1,1.4,8,1,4.0,8,1
1981/2/18,12.3,8,1,-0.7,8,1,5.8,8,1
1981/2/19,8.9,8,1,3.2,8,1,6.2,8,1
1981/2/20,7.5,8,1,0.8,8,1,3.5,8,1
1981/2/21,6.9,8,1,0.2,8,1,3.2,8,1
1981/2/22,7.8,8,1,-1.3,8,1,3.1,8,1
1981/2/23,7.8,8,1,1.3,8,1,4.9,8,1
1981/2/24,9.7,8,1,2.5,8,1,5.6,8,1
1981/2/25,6.8,8,1,-1.7,8,1,1.9,8,1
1981/2/26,0.3,8,1,-6.0,8,1,-3.4,8,1
1981/2/27,3.2,8,1,-6.7,8,1,-1.8,8,1
1981/2/28,6.1,8,1,-5.2,8,1,0.5,8,1
1981/3/1,3.1,8,1,-1.1,8,1,0.7,8,1
1981/3/2,9.8,8,1,0.5,8,1,4.0,8,1
1981/3/3,11.0,8,1,-1.3,8,1,5.2,8,1
1981/3/4,12.7,8,1,4.8,8,1,7.8,8,1
1981/3/5,10.3,8,1,1.4,8,1,5.3,8,1
1981/3/6,9.4,8,1,-1.1,8,1,3.8,8,1
