É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2026/02/18 17:25:31

,ãûìs,ãûìs,ãûìs,ãûìs,ãûìs,ãûìs,ãûìs,ãûìs,ãûìs
1950/2/1,6.6,8,1,1.6,8,1,3.6,8,1
1950/2/2,8.5,8,1,1.9,8,1,4.3,8,1
1950/2/3,8.3,8,1,2.0,8,1,4.4,8,1
1950/2/4,8.1,8,1,-1.2,8,1,3.0,8,1
1950/2/5,7.0,8,1,-1.7,8,1,2.2,8,1
1950/2/6,8.7,8,1,-3.1,8,1,2.3,8,1
1950/2/7,16.2,8,1,-0.9,8,1,7.1,8,1
1950/2/8,11.3,8,1,2.2,8,1,7.6,8,1
1950/2/9,14.4,8,1,8.6,8,1,11.9,8,1
1950/2/10,17.6,8,1,7.4,8,1,11.7,8,1
1950/2/11,11.0,8,1,5.5,8,1,7.4,8,1
1950/2/12,8.4,8,1,3.8,8,1,5.6,8,1
1950/2/13,7.2,8,1,2.9,8,1,4.6,8,1
1950/2/14,5.4,8,1,2.1,8,1,3.7,8,1
1950/2/15,9.5,8,1,0.8,8,1,4.2,8,1
1950/2/16,6.8,8,1,0.2,8,1,3.2,8,1
1950/2/17,8.7,8,1,0.5,8,1,3.2,8,1
1950/2/18,8.1,8,1,-2.4,8,1,2.2,8,1
1950/2/19,10.5,8,1,-1.5,8,1,3.3,8,1
1950/2/20,6.1,8,1,-2.8,8,1,0.0,8,1
1950/2/21,7.7,8,1,-2.1,8,1,1.7,8,1
1950/2/22,10.6,8,1,-3.5,8,1,3.2,8,1
1950/2/23,9.1,8,1,-0.1,8,1,3.8,8,1
1950/2/24,11.3,8,1,-3.5,8,1,2.5,8,1
1950/2/25,14.2,8,1,-2.7,8,1,6.6,8,1
1950/2/26,12.1,8,1,3.3,8,1,7.7,8,1
1950/2/27,6.1,8,1,-2.1,8,1,1.6,8,1
1950/2/28,5.2,8,1,-2.9,8,1,0.1,8,1
1950/3/1,8.9,8,1,-4.4,8,1,1.2,8,1
1950/3/2,12.7,8,1,-0.8,8,1,4.7,8,1
1950/3/3,16.6,8,1,0.9,8,1,7.4,8,1
1950/3/4,16.3,8,1,-0.3,8,1,7.2,8,1
1950/3/5,18.0,8,1,2.1,8,1,8.7,8,1
1950/3/6,18.6,8,1,0.7,8,1,9.9,8,1
1950/3/7,15.8,8,1,10.2,8,1,13.0,8,1
1950/3/8,14.6,8,1,3.9,8,1,7.7,8,1
1950/3/9,8.5,8,1,0.5,8,1,3.9,8,1
1950/3/10,12.8,8,1,-2.0,8,1,5.0,8,1
1950/3/11,13.7,8,1,0.3,8,1,5.7,8,1
1950/3/12,6.0,8,1,-2.1,8,1,0.7,8,1
1950/3/13,8.5,8,1,-3.4,8,1,1.3,8,1
1950/3/14,9.3,8,1,-2.8,8,1,2.6,8,1
1950/3/15,10.0,8,1,-1.4,8,1,2.7,8,1
1950/3/16,12.4,8,1,-1.4,8,1,4.3,8,1
1950/3/17,15.7,8,1,-1.9,8,1,6.5,8,1
1950/3/18,9.1,8,1,2.5,8,1,6.3,8,1
1950/3/19,15.5,8,1,6.7,8,1,10.9,8,1
1950/3/20,12.9,8,1,1.6,8,1,6.8,8,1
1950/3/21,8.5,8,1,-0.6,8,1,2.7,8,1
1950/3/22,7.4,8,1,1.0,8,1,3.4,8,1
1950/3/23,10.5,8,1,-2.0,8,1,3.3,8,1
1950/3/24,18.9,8,1,-2.8,8,1,7.1,8,1
1950/3/25,20.5,8,1,0.9,8,1,11.1,8,1
1950/3/26,18.2,8,1,10.5,8,1,13.0,8,1
1950/3/27,13.8,8,1,6.3,8,1,9.8,8,1
1950/3/28,9.7,8,1,2.7,8,1,6.9,8,1
1950/3/29,18.8,8,1,3.9,8,1,11.6,8,1
1950/3/30,13.6,8,1,9.5,8,1,11.0,8,1
1950/3/31,16.9,8,1,11.5,8,1,13.6,8,1
1950/4/1,14.9,8,1,10.5,8,1,12.4,8,1
1950/4/2,20.8,8,1,8.8,8,1,13.9,8,1
1950/4/3,21.9,8,1,5.5,8,1,13.4,8,1
1950/4/4,21.9,8,1,11.2,8,1,15.8,8,1
1950/4/5,18.2,8,1,10.5,8,1,14.4,8,1
1950/4/6,19.1,8,1,9.9,8,1,13.1,8,1
1950/4/7,15.6,8,1,4.8,8,1,9.3,8,1
1950/4/8,14.1,8,1,2.4,8,1,7.3,8,1
1950/4/9,15.8,8,1,0.9,8,1,8.0,8,1
1950/4/10,18.3,8,1,1.7,8,1,10.1,8,1
1950/4/11,22.6,8,1,8.1,8,1,13.7,8,1
1950/4/12,23.6,8,1,7.2,8,1,14.7,8,1
1950/4/13,24.2,8,1,7.8,8,1,14.8,8,1
1950/4/14,25.0,8,1,6.5,8,1,14.7,8,1
1950/4/15,23.9,8,1,6.6,8,1,13.8,8,1
1950/4/16,21.5,8,1,6.9,8,1,12.4,8,1
1950/4/17,23.6,8,1,5.4,8,1,14.9,8,1
1950/4/18,18.3,8,1,12.0,8,1,14.9,8,1
1950/4/19,19.4,8,1,10.0,8,1,13.7,8,1
1950/4/20,14.5,8,1,9.1,8,1,12.5,8,1
1950/4/21,15.1,8,1,12.4,8,1,13.6,8,1
1950/4/22,17.4,8,1,10.7,8,1,13.2,8,1
1950/4/23,20.9,8,1,11.1,8,1,15.4,8,1
1950/4/24,23.0,8,1,9.9,8,1,16.3,8,1
1950/4/25,22.4,8,1,14.4,8,1,17.7,8,1
1950/4/26,20.5,8,1,9.8,8,1,14.5,8,1
1950/4/27,20.9,8,1,8.9,8,1,14.7,8,1
1950/4/28,25.9,8,1,11.6,8,1,17.1,8,1
1950/4/29,27.4,8,1,8.4,8,1,17.3,8,1
1950/4/30,23.4,8,1,10.5,8,1,16.8,8,1
1950/5/1,24.5,8,1,15.8,8,1,19.1,8,1
1950/5/2,24.6,8,1,14.7,8,1,19.7,8,1
1950/5/3,20.4,8,1,17.9,8,1,19.6,8,1
1950/5/4,27.0,8,1,18.8,8,1,21.6,8,1
1950/5/5,21.8,8,1,18.1,8,1,20.1,8,1
1950/5/6,21.6,8,1,14.3,8,1,18.2,8,1
1950/5/7,24.1,8,1,9.7,8,1,16.1,8,1
1950/5/8,27.5,8,1,10.0,8,1,18.1,8,1
1950/5/9,28.2,8,1,12.9,8,1,20.3,8,1
1950/5/10,20.3,8,1,16.6,8,1,18.6,8,1
1950/5/11,25.6,8,1,10.9,8,1,17.5,8,1
1950/5/12,29.7,8,1,9.4,8,1,18.5,8,1
1950/5/13,29.2,8,1,11.3,8,1,19.7,8,1
1950/5/14,30.7,8,1,11.9,8,1,20.1,8,1
1950/5/15,30.7,8,1,10.9,8,1,20.7,8,1
1950/5/16,28.1,8,1,15.6,8,1,21.0,8,1
1950/5/17,30.3,8,1,18.2,8,1,22.9,8,1
1950/5/18,29.3,8,1,17.6,8,1,22.5,8,1
1950/5/19,28.9,8,1,16.7,8,1,21.3,8,1
1950/5/20,18.9,8,1,14.5,8,1,16.2,8,1
1950/5/21,20.2,8,1,9.0,8,1,14.0,8,1
1950/5/22,23.6,8,1,6.3,8,1,14.4,8,1
1950/5/23,26.2,8,1,10.1,8,1,18.0,8,1
1950/5/24,28.1,8,1,10.2,8,1,18.7,8,1
1950/5/25,25.6,8,1,13.5,8,1,19.7,8,1
1950/5/26,24.7,8,1,18.5,8,1,20.9,8,1
1950/5/27,19.8,8,1,15.0,8,1,17.1,8,1
1950/5/28,23.1,8,1,15.4,8,1,17.9,8,1
1950/5/29,22.3,8,1,14.6,8,1,17.7,8,1
1950/5/30,27.7,8,1,13.4,8,1,20.7,8,1
1950/5/31,24.1,8,1,18.8,8,1,21.0,8,1
1950/6/1,24.6,8,1,17.5,8,1,21.0,8,1
1950/6/2,24.8,8,1,17.7,8,1,20.3,8,1
1950/6/3,24.0,8,1,16.8,8,1,19.6,8,1
1950/6/4,23.1,8,1,15.6,8,1,18.6,8,1
1950/6/5,25.2,8,1,13.5,8,1,18.1,8,1
1950/6/6,29.4,8,1,10.5,8,1,19.3,8,1
1950/6/7,29.9,8,1,12.5,8,1,21.6,8,1
1950/6/8,26.5,8,1,17.7,8,1,21.5,8,1
1950/6/9,22.8,8,1,17.6,8,1,19.8,8,1
1950/6/10,30.1,8,1,16.1,8,1,22.5,8,1
1950/6/11,25.7,8,1,18.8,8,1,21.5,8,1
1950/6/12,22.8,8,1,17.1,8,1,19.4,8,1
1950/6/13,23.2,8,1,17.2,8,1,19.9,8,1
1950/6/14,24.6,8,1,16.3,8,1,20.3,8,1
1950/6/15,25.1,8,1,15.8,8,1,19.4,8,1
1950/6/16,30.7,8,1,14.1,8,1,22.6,8,1
1950/6/17,25.6,8,1,17.2,8,1,20.3,8,1
1950/6/18,28.8,8,1,17.5,8,1,22.7,8,1
1950/6/19,28.9,8,1,19.5,8,1,23.5,8,1
1950/6/20,24.7,8,1,18.6,8,1,20.7,8,1
1950/6/21,28.6,8,1,20.2,8,1,23.8,8,1
1950/6/22,27.9,8,1,21.5,8,1,24.6,8,1
1950/6/23,32.3,8,1,21.5,8,1,26.4,8,1
1950/6/24,33.4,8,1,20.5,8,1,27.0,8,1
1950/6/25,28.9,8,1,22.7,8,1,23.8,8,1
1950/6/26,29.7,8,1,19.3,8,1,23.7,8,1
1950/6/27,31.8,8,1,17.2,8,1,24.3,8,1
1950/6/28,22.8,8,1,18.7,8,1,20.4,8,1
1950/6/29,27.2,8,1,19.3,8,1,21.9,8,1
1950/6/30,29.9,8,1,17.2,8,1,22.7,8,1
1950/7/1,27.2,8,1,20.5,8,1,23.9,8,1
1950/7/2,32.0,8,1,21.0,8,1,25.0,8,1
1950/7/3,25.8,8,1,18.2,8,1,21.5,8,1
1950/7/4,29.5,8,1,16.3,8,1,22.2,8,1
1950/7/5,29.9,8,1,18.2,8,1,23.8,8,1
1950/7/6,32.6,8,1,21.4,8,1,26.5,8,1
1950/7/7,34.2,8,1,21.7,8,1,27.3,8,1
1950/7/8,35.4,8,1,22.6,8,1,27.8,8,1
1950/7/9,32.2,8,1,23.1,8,1,26.8,8,1
1950/7/10,32.6,8,1,22.5,8,1,26.3,8,1
1950/7/11,31.9,8,1,21.8,8,1,26.4,8,1
1950/7/12,32.9,8,1,22.8,8,1,26.8,8,1
1950/7/13,31.3,8,1,21.4,8,1,25.7,8,1
1950/7/14,33.0,8,1,19.5,8,1,25.8,8,1
1950/7/15,31.3,8,1,23.2,8,1,26.9,8,1
1950/7/16,35.5,8,1,23.6,8,1,28.2,8,1
1950/7/17,33.6,8,1,23.4,8,1,27.0,8,1
1950/7/18,33.0,8,1,23.6,8,1,27.2,8,1
1950/7/19,29.7,8,1,23.1,8,1,26.2,8,1
1950/7/20,33.6,8,1,25.1,8,1,28.8,8,1
1950/7/21,33.2,8,1,25.8,8,1,28.7,8,1
1950/7/22,35.6,8,1,23.9,8,1,28.9,8,1
1950/7/23,36.7,8,1,23.5,8,1,28.7,8,1
1950/7/24,35.6,8,1,22.8,8,1,27.4,8,1
1950/7/25,33.6,8,1,21.7,8,1,26.2,8,1
1950/7/26,33.8,8,1,22.6,8,1,27.5,8,1
1950/7/27,28.0,8,1,24.9,8,1,26.3,8,1
1950/7/28,28.9,8,1,24.7,8,1,25.7,8,1
1950/7/29,33.2,8,1,22.6,8,1,27.5,8,1
1950/7/30,31.1,8,1,25.6,8,1,27.5,8,1
1950/7/31,33.1,8,1,25.6,8,1,28.6,8,1
1950/8/1,34.3,8,1,25.8,8,1,29.2,8,1
1950/8/2,35.9,8,1,23.7,8,1,28.4,8,1
1950/8/3,34.0,8,1,24.5,8,1,28.7,8,1
1950/8/4,32.0,8,1,24.6,8,1,26.8,8,1
1950/8/5,33.4,8,1,23.4,8,1,27.1,8,1
1950/8/6,30.8,8,1,24.4,8,1,26.5,8,1
1950/8/7,35.1,8,1,24.5,8,1,28.5,8,1
1950/8/8,35.7,8,1,24.7,8,1,29.0,8,1
1950/8/9,34.7,8,1,25.0,8,1,28.8,8,1
1950/8/10,33.1,8,1,24.2,8,1,27.8,8,1
1950/8/11,34.1,8,1,21.6,8,1,27.6,8,1
1950/8/12,33.8,8,1,24.5,8,1,28.7,8,1
1950/8/13,32.7,8,1,24.9,8,1,27.8,8,1
1950/8/14,34.4,8,1,25.4,8,1,28.5,8,1
1950/8/15,36.1,8,1,22.6,8,1,27.9,8,1
1950/8/16,35.4,8,1,22.8,8,1,28.0,8,1
1950/8/17,34.6,8,1,22.3,8,1,27.2,8,1
1950/8/18,34.2,8,1,21.5,8,1,27.1,8,1
1950/8/19,32.8,8,1,25.6,8,1,28.1,8,1
1950/8/20,29.3,8,1,25.2,8,1,26.2,8,1
1950/8/21,32.9,8,1,24.7,8,1,27.7,8,1
1950/8/22,34.2,8,1,22.6,8,1,27.3,8,1
1950/8/23,34.7,8,1,22.6,8,1,27.4,8,1
1950/8/24,33.1,8,1,23.3,8,1,27.0,8,1
1950/8/25,35.2,8,1,21.0,8,1,26.9,8,1
1950/8/26,33.6,8,1,20.7,8,1,26.3,8,1
1950/8/27,29.4,8,1,22.0,8,1,25.0,8,1
1950/8/28,24.1,8,1,19.2,8,1,21.7,8,1
1950/8/29,31.0,8,1,17.9,8,1,23.6,8,1
1950/8/30,31.3,8,1,17.4,8,1,23.5,8,1
1950/8/31,32.1,8,1,19.0,8,1,25.6,8,1
1950/9/1,30.7,8,1,23.7,8,1,26.5,8,1
1950/9/2,30.9,8,1,22.9,8,1,24.9,8,1
1950/9/3,25.6,8,1,21.1,8,1,23.4,8,1
1950/9/4,30.3,8,1,19.5,8,1,24.3,8,1
1950/9/5,33.5,8,1,18.4,8,1,24.5,8,1
1950/9/6,32.3,8,1,20.2,8,1,25.6,8,1
1950/9/7,31.1,8,1,21.9,8,1,25.8,8,1
1950/9/8,31.9,8,1,20.8,8,1,25.5,8,1
1950/9/9,31.7,8,1,21.5,8,1,26.1,8,1
1950/9/10,31.8,8,1,23.4,8,1,26.1,8,1
1950/9/11,31.7,8,1,24.0,8,1,27.3,8,1
1950/9/12,26.5,8,1,23.7,8,1,24.8,8,1
1950/9/13,31.7,8,1,24.4,8,1,27.6,8,1
1950/9/14,31.3,8,1,24.3,8,1,26.1,8,1
1950/9/15,31.5,8,1,21.9,8,1,26.4,8,1
1950/9/16,29.2,8,1,24.2,8,1,26.5,8,1
1950/9/17,31.7,8,1,21.3,8,1,25.3,8,1
1950/9/18,30.0,8,1,20.8,8,1,23.9,8,1
1950/9/19,27.0,8,1,20.0,8,1,22.2,8,1
1950/9/20,25.5,8,1,18.0,8,1,21.2,8,1
1950/9/21,26.5,8,1,16.3,8,1,20.3,8,1
1950/9/22,24.8,8,1,14.9,8,1,18.8,8,1
1950/9/23,23.1,8,1,12.3,8,1,16.7,8,1
1950/9/24,27.7,8,1,11.8,8,1,18.7,8,1
1950/9/25,27.3,8,1,12.7,8,1,18.8,8,1
1950/9/26,27.0,8,1,12.0,8,1,19.1,8,1
1950/9/27,21.6,8,1,17.7,8,1,19.8,8,1
1950/9/28,27.9,8,1,18.9,8,1,21.7,8,1
1950/9/29,25.3,8,1,12.2,8,1,17.3,8,1
1950/9/30,27.2,8,1,13.4,8,1,19.1,8,1
1950/10/1,24.4,8,1,10.2,8,1,15.8,8,1
1950/10/2,23.7,8,1,9.3,8,1,15.6,8,1
1950/10/3,25.0,8,1,9.3,8,1,17.0,8,1
1950/10/4,17.1,8,1,15.6,8,1,16.0,8,1
1950/10/5,22.4,8,1,14.4,8,1,17.4,8,1
1950/10/6,21.8,8,1,11.5,8,1,15.7,8,1
1950/10/7,23.6,8,1,9.3,8,1,14.6,8,1
1950/10/8,25.0,8,1,8.1,8,1,15.8,8,1
1950/10/9,22.2,8,1,13.6,8,1,17.9,8,1
1950/10/10,20.8,8,1,16.2,8,1,18.0,8,1
1950/10/11,18.8,8,1,16.6,8,1,17.2,8,1
1950/10/12,26.4,8,1,15.4,8,1,19.4,8,1
1950/10/13,26.6,8,1,12.6,8,1,17.7,8,1
1950/10/14,23.9,8,1,10.6,8,1,16.8,8,1
1950/10/15,28.1,8,1,10.5,8,1,19.0,8,1
1950/10/16,25.0,8,1,18.3,8,1,21.8,8,1
1950/10/17,24.2,8,1,16.6,8,1,19.3,8,1
1950/10/18,25.8,8,1,15.8,8,1,18.8,8,1
1950/10/19,26.0,8,1,12.3,8,1,18.4,8,1
1950/10/20,25.6,8,1,15.1,8,1,19.9,8,1
1950/10/21,25.2,8,1,15.9,8,1,19.6,8,1
1950/10/22,24.5,8,1,13.2,8,1,17.1,8,1
1950/10/23,20.5,8,1,10.0,8,1,14.0,8,1
1950/10/24,17.8,8,1,7.2,8,1,11.2,8,1
1950/10/25,15.2,8,1,5.7,8,1,10.3,8,1
1950/10/26,19.2,8,1,8.2,8,1,12.2,8,1
1950/10/27,18.4,8,1,4.5,8,1,9.5,8,1
1950/10/28,18.7,8,1,6.3,8,1,10.7,8,1
1950/10/29,20.8,8,1,4.3,8,1,11.5,8,1
1950/10/30,19.3,8,1,9.2,8,1,13.9,8,1
1950/10/31,17.6,8,1,12.5,8,1,14.9,8,1
1950/11/1,21.6,8,1,8.6,8,1,14.3,8,1
1950/11/2,21.6,8,1,5.4,8,1,12.5,8,1
1950/11/3,21.9,8,1,7.5,8,1,14.2,8,1
1950/11/4,24.2,8,1,14.1,8,1,17.6,8,1
1950/11/5,17.6,8,1,12.6,8,1,15.1,8,1
1950/11/6,17.8,8,1,12.1,8,1,14.0,8,1
1950/11/7,20.7,8,1,10.0,8,1,14.7,8,1
1950/11/8,21.1,8,1,7.3,8,1,13.2,8,1
1950/11/9,21.3,8,1,6.0,8,1,12.5,8,1
1950/11/10,14.7,8,1,10.2,8,1,14.0,8,1
1950/11/11,20.4,8,1,13.2,8,1,16.4,8,1
1950/11/12,19.9,8,1,11.6,8,1,15.6,8,1
1950/11/13,20.3,8,1,8.1,8,1,13.7,8,1
1950/11/14,13.4,8,1,3.9,8,1,8.3,8,1
1950/11/15,9.4,8,1,2.6,8,1,5.2,8,1
1950/11/16,11.5,8,1,0.3,8,1,4.9,8,1
1950/11/17,15.3,8,1,0.0,8,1,7.5,8,1
1950/11/18,13.6,8,1,5.3,8,1,10.7,8,1
1950/11/19,15.4,8,1,3.9,8,1,8.8,8,1
1950/11/20,16.6,8,1,1.3,8,1,8.6,8,1
1950/11/21,12.6,8,1,6.7,8,1,9.7,8,1
1950/11/22,20.1,8,1,6.8,8,1,11.7,8,1
1950/11/23,20.7,8,1,4.1,8,1,13.0,8,1
1950/11/24,21.5,8,1,12.7,8,1,16.5,8,1
1950/11/25,18.3,8,1,6.7,8,1,11.5,8,1
1950/11/26,11.1,8,1,4.5,8,1,6.6,8,1
1950/11/27,10.2,8,1,0.9,8,1,6.0,8,1
1950/11/28,9.1,8,1,4.3,8,1,5.9,8,1
1950/11/29,7.3,8,1,3.9,8,1,6.2,8,1
1950/11/30,9.9,8,1,2.5,8,1,6.6,8,1
1950/12/1,8.6,8,1,5.1,8,1,7.2,8,1
1950/12/2,11.0,8,1,3.4,8,1,5.4,8,1
1950/12/3,11.6,8,1,0.8,8,1,4.8,8,1
1950/12/4,11.1,8,1,-1.9,8,1,4.3,8,1
1950/12/5,11.0,8,1,0.9,8,1,5.6,8,1
1950/12/6,9.5,8,1,0.8,8,1,4.8,8,1
1950/12/7,9.7,8,1,-0.8,8,1,5.3,8,1
1950/12/8,11.6,8,1,4.2,8,1,7.5,8,1
1950/12/9,13.8,8,1,4.5,8,1,8.8,8,1
1950/12/10,8.5,8,1,0.9,8,1,4.0,8,1
1950/12/11,12.6,8,1,1.3,8,1,5.4,8,1
1950/12/12,11.5,8,1,-1.0,8,1,5.9,8,1
1950/12/13,16.4,8,1,4.3,8,1,8.9,8,1
1950/12/14,9.9,8,1,5.7,8,1,8.2,8,1
1950/12/15,10.9,8,1,2.1,8,1,6.8,8,1
1950/12/16,11.2,8,1,0.4,8,1,6.3,8,1
1950/12/17,9.9,8,1,2.0,8,1,5.8,8,1
1950/12/18,9.3,8,1,0.3,8,1,3.4,8,1
1950/12/19,10.7,8,1,0.1,8,1,4.0,8,1
1950/12/20,9.7,8,1,-2.1,8,1,3.7,8,1
1950/12/21,7.5,8,1,2.6,8,1,4.4,8,1
1950/12/22,10.9,8,1,0.2,8,1,3.9,8,1
1950/12/23,8.8,8,1,-2.1,8,1,3.4,8,1
1950/12/24,7.5,8,1,0.1,8,1,3.8,8,1
1950/12/25,9.7,8,1,-0.9,8,1,3.7,8,1
1950/12/26,9.3,8,1,-1.3,8,1,3.9,8,1
1950/12/27,7.0,8,1,0.1,8,1,2.5,8,1
1950/12/28,7.6,8,1,-1.9,8,1,1.8,8,1
1950/12/29,9.6,8,1,-4.3,8,1,1.7,8,1
1950/12/30,11.8,8,1,0.5,8,1,6.6,8,1
1950/12/31,7.0,8,1,1.1,8,1,3.5,8,1
1951/1/1,7.9,8,1,1.3,8,1,4.3,8,1
1951/1/2,6.9,8,1,-1.2,8,1,2.3,8,1
1951/1/3,8.5,8,1,-3.3,8,1,2.2,8,1
1951/1/4,5.1,8,1,-1.5,8,1,2.0,8,1
1951/1/5,7.4,8,1,1.4,8,1,4.2,8,1
1951/1/6,8.9,8,1,-1.5,8,1,4.7,8,1
1951/1/7,6.7,8,1,1.3,8,1,4.4,8,1
1951/1/8,11.1,8,1,-0.6,8,1,3.8,8,1
1951/1/9,10.6,8,1,-0.7,8,1,5.6,8,1
1951/1/10,8.5,8,1,5.1,8,1,6.8,8,1
1951/1/11,9.6,8,1,4.2,8,1,6.6,8,1
1951/1/12,8.5,8,1,0.6,8,1,4.6,8,1
1951/1/13,3.4,8,1,-1.7,8,1,0.2,8,1
1951/1/14,4.1,8,1,-1.7,8,1,0.4,8,1
1951/1/15,7.0,8,1,-1.7,8,1,1.6,8,1
1951/1/16,9.1,8,1,-4.6,8,1,1.5,8,1
1951/1/17,11.1,8,1,-2.7,8,1,3.9,8,1
1951/1/18,12.3,8,1,-0.9,8,1,4.9,8,1
1951/1/19,7.7,8,1,1.9,8,1,5.9,8,1
1951/1/20,12.3,8,1,4.3,8,1,8.5,8,1
1951/1/21,4.3,8,1,-2.6,8,1,-0.4,8,1
1951/1/22,3.5,8,1,-3.6,8,1,-0.8,8,1
1951/1/23,6.9,8,1,-5.4,8,1,0.3,8,1
1951/1/24,9.4,8,1,1.6,8,1,4.7,8,1
1951/1/25,9.5,8,1,1.2,8,1,4.1,8,1
1951/1/26,7.5,8,1,-0.5,8,1,3.3,8,1
1951/1/27,8.1,8,1,-0.3,8,1,2.3,8,1
1951/1/28,9.9,8,1,-2.9,8,1,3.0,8,1
1951/1/29,12.7,8,1,-2.8,8,1,4.7,8,1
1951/1/30,12.3,8,1,-1.5,8,1,5.7,8,1
1951/1/31,12.2,8,1,0.5,8,1,4.4,8,1
1951/2/1,13.5,8,1,-0.5,8,1,4.1,8,1
1951/2/2,14.3,8,1,-3.0,8,1,4.9,8,1
1951/2/3,5.4,8,1,-0.7,8,1,1.9,8,1
1951/2/4,4.5,8,1,-2.3,8,1,0.5,8,1
1951/2/5,6.0,8,1,-3.4,8,1,0.7,8,1
1951/2/6,3.1,8,1,-3.6,8,1,-0.2,8,1
1951/2/7,6.7,8,1,-1.8,8,1,1.9,8,1
1951/2/8,8.7,8,1,-2.4,8,1,3.2,8,1
1951/2/9,9.1,8,1,2.3,8,1,5.8,8,1
1951/2/10,12.7,8,1,1.7,8,1,5.8,8,1
1951/2/11,6.7,8,1,-0.6,8,1,2.6,8,1
1951/2/12,8.1,8,1,-2.9,8,1,2.4,8,1
1951/2/13,7.1,8,1,-0.2,8,1,1.6,8,1
1951/2/14,3.4,8,1,-1.7,8,1,1.3,8,1
1951/2/15,5.7,8,1,1.1,8,1,2.9,8,1
1951/2/16,5.5,8,1,-0.4,8,1,2.2,8,1
1951/2/17,8.7,8,1,-0.5,8,1,2.7,8,1
1951/2/18,8.9,8,1,-2.8,8,1,2.9,8,1
1951/2/19,12.2,8,1,1.9,8,1,6.1,8,1
1951/2/20,8.7,8,1,-0.8,8,1,3.2,8,1
1951/2/21,16.4,8,1,-3.5,8,1,6.8,8,1
1951/2/22,14.8,8,1,6.2,8,1,8.9,8,1
1951/2/23,19.6,8,1,3.4,8,1,11.0,8,1
1951/2/24,14.1,8,1,6.9,8,1,9.6,8,1
1951/2/25,12.1,8,1,5.5,8,1,8.5,8,1
1951/2/26,13.8,8,1,6.0,8,1,9.0,8,1
1951/2/27,13.4,8,1,4.4,8,1,10.2,8,1
1951/2/28,15.1,8,1,9.2,8,1,12.7,8,1
1951/3/1,15.3,8,1,6.2,8,1,11.3,8,1
1951/3/2,8.1,8,1,0.7,8,1,4.6,8,1
1951/3/3,7.5,8,1,-2.6,8,1,1.0,8,1
1951/3/4,7.4,8,1,-4.4,8,1,1.2,8,1
1951/3/5,7.6,8,1,-2.5,8,1,1.8,8,1
1951/3/6,11.3,8,1,0.6,8,1,7.2,8,1
1951/3/7,11.0,8,1,3.5,8,1,7.0,8,1
