É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2026/02/18 17:22:30

,ãûìs,ãûìs,ãûìs,ãûìs,ãûìs,ãûìs,ãûìs,ãûìs,ãûìs
1880/12/2,12.7,8,1,-0.7,8,1,4.9,8,1
1880/12/3,10.8,8,1,-1.1,8,1,6.0,8,1
1880/12/4,10.1,8,1,0.3,8,1,5.5,8,1
1880/12/5,7.3,8,1,-0.3,8,1,3.7,8,1
1880/12/6,5.9,8,1,-0.2,8,1,3.6,8,1
1880/12/7,10.6,8,1,-0.1,8,1,2.7,8,1
1880/12/8,12.3,8,1,0.1,8,1,5.8,8,1
1880/12/9,6.4,8,1,-3.6,8,1,1.4,8,1
1880/12/10,3.3,8,1,-3.1,8,1,0.3,8,1
1880/12/11,7.9,8,1,-1.3,8,1,3.3,8,1
1880/12/12,11.2,8,1,-1.6,8,1,3.4,8,1
1880/12/13,12.8,8,1,-2.8,8,1,3.2,8,1
1880/12/14,9.3,8,1,-1.2,8,1,5.0,8,1
1880/12/15,9.1,8,1,2.7,8,1,4.9,8,1
1880/12/16,5.6,8,1,-0.7,8,1,2.4,8,1
1880/12/17,10.3,8,1,-2.8,8,1,2.4,8,1
1880/12/18,9.4,8,1,-2.1,8,1,4.1,8,1
1880/12/19,6.9,8,1,-2.6,8,1,2.8,8,1
1880/12/20,6.7,8,1,-3.7,8,1,0.5,8,1
1880/12/21,8.1,8,1,-4.5,8,1,2.7,8,1
1880/12/22,9.5,8,1,-3.9,8,1,2.3,8,1
1880/12/23,6.3,8,1,-3.2,8,1,0.9,8,1
1880/12/24,2.9,8,1,-5.6,8,1,-1.0,8,1
1880/12/25,5.6,8,1,-8.3,8,1,-1.7,8,1
1880/12/26,7.7,8,1,-6.5,8,1,-0.9,8,1
1880/12/27,8.4,8,1,-4.6,8,1,2.2,8,1
1880/12/28,3.0,8,1,-4.1,8,1,-3.2,8,1
1880/12/29,7.2,8,1,-4.2,8,1,0.5,8,1
1880/12/30,7.0,8,1,-3.1,8,1,0.1,8,1
1880/12/31,9.7,8,1,-6.2,8,1,1.7,8,1
1881/1/1,6.3,8,1,-0.1,8,1,2.2,8,1
1881/1/2,5.0,8,1,-0.7,8,1,2.5,8,1
1881/1/3,9.7,8,1,-3.4,8,1,0.3,8,1
1881/1/4,10.1,8,1,-5.8,8,1,0.9,8,1
1881/1/5,11.3,8,1,-4.3,8,1,0.6,8,1
1881/1/6,7.3,8,1,-1.6,8,1,3.4,8,1
1881/1/7,6.1,8,1,-2.2,8,1,0.6,8,1
1881/1/8,6.6,8,1,-6.8,8,1,0.4,8,1
1881/1/9,8.4,8,1,-0.4,8,1,3.3,8,1
1881/1/10,5.5,8,1,-5.3,8,1,-0.4,8,1
1881/1/11,2.3,8,1,-9.2,8,1,-2.1,8,1
1881/1/12,6.1,8,1,-6.9,8,1,-1.2,8,1
1881/1/13,5.3,8,1,-4.7,8,1,1.5,8,1
1881/1/14,7.5,8,1,-4.8,8,1,-1.2,8,1
1881/1/15,9.3,8,1,-5.9,8,1,0.2,8,1
1881/1/16,6.7,8,1,-4.2,8,1,2.6,8,1
1881/1/17,8.3,8,1,-1.9,8,1,1.9,8,1
1881/1/18,6.7,8,1,-2.4,8,1,1.5,8,1
1881/1/19,6.3,8,1,-0.4,8,1,1.3,8,1
1881/1/20,6.5,8,1,-3.8,8,1,0.2,8,1
1881/1/21,2.9,8,1,-6.3,8,1,0.7,8,1
1881/1/22,2.2,8,1,-4.6,8,1,-1.2,8,1
1881/1/23,6.6,8,1,-2.8,8,1,1.4,8,1
1881/1/24,4.5,8,1,-3.3,8,1,0.2,8,1
1881/1/25,2.2,8,1,-5.2,8,1,-2.3,8,1
1881/1/26,1.1,8,1,-5.7,8,1,-1.1,8,1
1881/1/27,6.2,8,1,-3.7,8,1,-0.5,8,1
1881/1/28,10.1,8,1,-5.3,8,1,3.7,8,1
1881/1/29,5.9,8,1,-0.6,8,1,2.0,8,1
1881/1/30,2.8,8,1,-5.2,8,1,-1.6,8,1
1881/1/31,2.8,8,1,-6.5,8,1,-3.1,8,1
1881/2/1,4.7,8,1,-7.8,8,1,-2.1,8,1
1881/2/2,9.6,8,1,-3.7,8,1,4.3,8,1
1881/2/3,8.5,8,1,0.4,8,1,4.8,8,1
1881/2/4,6.3,8,1,-3.3,8,1,1.4,8,1
1881/2/5,4.8,8,1,-5.8,8,1,-1.1,8,1
1881/2/6,4.5,8,1,-7.3,8,1,-0.9,8,1
1881/2/7,5.9,8,1,-7.2,8,1,0.4,8,1
1881/2/8,7.2,8,1,-2.7,8,1,0.7,8,1
1881/2/9,9.0,8,1,-4.7,8,1,1.0,8,1
1881/2/10,11.1,8,1,-5.3,8,1,4.6,8,1
1881/2/11,4.3,8,1,-3.8,8,1,-0.2,8,1
1881/2/12,4.1,8,1,-7.5,8,1,0.2,8,1
1881/2/13,7.6,8,1,-5.2,8,1,1.5,8,1
1881/2/14,5.0,8,1,0.2,8,1,2.5,8,1
1881/2/15,7.9,8,1,-1.2,8,1,3.2,8,1
1881/2/16,8.7,8,1,-1.1,8,1,3.1,8,1
1881/2/17,4.5,8,1,-0.6,8,1,1.9,8,1
1881/2/18,7.2,8,1,-2.9,8,1,0.4,8,1
1881/2/19,6.2,8,1,-3.7,8,1,2.3,8,1
1881/2/20,8.4,8,1,0.2,8,1,3.8,8,1
1881/2/21,7.4,8,1,-1.5,8,1,2.8,8,1
1881/2/22,10.2,8,1,-4.3,8,1,1.5,8,1
1881/2/23,16.3,8,1,-2.7,8,1,8.1,8,1
1881/2/24,12.6,8,1,7.3,8,1,9.6,8,1
1881/2/25,9.6,8,1,-0.4,8,1,1.3,8,1
1881/2/26,8.6,8,1,-1.2,8,1,2.6,8,1
1881/2/27,10.2,8,1,-3.3,8,1,3.9,8,1
1881/2/28,12.4,8,1,1.5,8,1,8.8,8,1
1881/3/1,10.2,8,1,1.3,8,1,5.5,8,1
1881/3/2,12.3,8,1,1.0,8,1,4.3,8,1
1881/3/3,8.8,8,1,0.8,8,1,5.8,8,1
1881/3/4,9.0,8,1,-6.1,8,1,4.2,8,1
1881/3/5,4.4,8,1,-3.2,8,1,-0.9,8,1
1881/3/6,3.3,8,1,-3.2,8,1,0.5,8,1
1881/3/7,5.8,8,1,-3.6,8,1,0.4,8,1
1881/3/8,6.8,8,1,-3.1,8,1,4.4,8,1
1881/3/9,10.4,8,1,3.7,8,1,6.9,8,1
1881/3/10,8.8,8,1,3.3,8,1,7.3,8,1
1881/3/11,10.8,8,1,7.1,8,1,9.7,8,1
1881/3/12,10.2,8,1,0.3,8,1,6.1,8,1
1881/3/13,9.9,8,1,-0.8,8,1,7.3,8,1
1881/3/14,9.8,8,1,-0.2,8,1,3.9,8,1
1881/3/15,6.3,8,1,-1.9,8,1,1.1,8,1
1881/3/16,7.2,8,1,-3.8,8,1,1.5,8,1
1881/3/17,9.1,8,1,-4.6,8,1,1.6,8,1
1881/3/18,10.4,8,1,-4.7,8,1,0.7,8,1
1881/3/19,13.9,8,1,-4.1,8,1,4.7,8,1
1881/3/20,12.5,8,1,-0.6,8,1,7.1,8,1
1881/3/21,11.9,8,1,4.9,8,1,8.9,8,1
1881/3/22,6.8,8,1,2.6,8,1,5.6,8,1
1881/3/23,9.2,8,1,0.6,8,1,3.7,8,1
1881/3/24,8.6,8,1,-2.3,8,1,3.5,8,1
1881/3/25,7.7,8,1,-4.1,8,1,2.2,8,1
1881/3/26,11.8,8,1,-5.1,8,1,3.6,8,1
1881/3/27,15.4,8,1,-2.6,8,1,5.8,8,1
1881/3/28,15.7,8,1,-3.1,8,1,6.7,8,1
1881/3/29,15.4,8,1,-0.9,8,1,7.9,8,1
1881/3/30,17.2,8,1,-1.1,8,1,8.0,8,1
1881/3/31,14.6,8,1,-1.9,8,1,6.3,8,1
1881/4/1,18.9,8,1,-1.8,8,1,10.2,8,1
1881/4/2,14.1,8,1,8.7,8,1,12.4,8,1
1881/4/3,11.8,8,1,1.6,8,1,8.1,8,1
1881/4/4,14.6,8,1,-1.6,8,1,7.4,8,1
1881/4/5,12.8,8,1,4.4,8,1,9.2,8,1
1881/4/6,12.3,8,1,5.6,8,1,8.5,8,1
1881/4/7,14.3,8,1,2.6,8,1,7.4,8,1
1881/4/8,17.4,8,1,0.8,8,1,9.9,8,1
1881/4/9,15.3,8,1,-0.5,8,1,7.2,8,1
1881/4/10,18.9,8,1,-0.9,8,1,8.7,8,1
1881/4/11,19.6,8,1,2.6,8,1,14.9,8,1
1881/4/12,19.9,8,1,10.4,8,1,14.0,8,1
1881/4/13,11.2,8,1,5.4,8,1,8.1,8,1
1881/4/14,11.4,8,1,1.7,8,1,5.4,8,1
1881/4/15,13.6,8,1,1.0,8,1,6.9,8,1
1881/4/16,16.7,8,1,0.7,8,1,10.6,8,1
1881/4/17,14.7,8,1,5.1,8,1,11.3,8,1
1881/4/18,14.3,8,1,4.2,8,1,10.0,8,1
1881/4/19,18.7,8,1,1.2,8,1,9.9,8,1
1881/4/20,17.4,8,1,5.0,8,1,14.9,8,1
1881/4/21,19.2,8,1,7.1,8,1,12.4,8,1
1881/4/22,15.4,8,1,1.3,8,1,9.3,8,1
1881/4/23,12.6,8,1,6.3,8,1,11.9,8,1
1881/4/24,22.4,8,1,5.7,8,1,16.2,8,1
1881/4/25,24.3,8,1,13.1,8,1,19.4,8,1
1881/4/26,19.4,8,1,15.4,8,1,18.4,8,1
1881/4/27,25.3,8,1,14.2,8,1,18.9,8,1
1881/4/28,21.7,8,1,16.9,8,1,18.6,8,1
1881/4/29,20.2,8,1,8.6,8,1,14.0,8,1
1881/4/30,23.8,8,1,6.9,8,1,15.5,8,1
1881/5/1,21.8,8,1,13.4,8,1,18.7,8,1
1881/5/2,21.8,8,1,15.2,8,1,19.1,8,1
1881/5/3,25.1,8,1,14.0,8,1,17.9,8,1
1881/5/4,17.9,8,1,13.7,8,1,16.2,8,1
1881/5/5,17.2,8,1,13.7,8,1,14.8,8,1
1881/5/6,19.8,8,1,14.5,8,1,17.9,8,1
1881/5/7,20.7,8,1,12.2,8,1,16.4,8,1
1881/5/8,18.7,8,1,11.4,8,1,13.9,8,1
1881/5/9,17.8,8,1,5.1,8,1,11.6,8,1
1881/5/10,20.1,8,1,2.3,8,1,12.3,8,1
1881/5/11,24.4,8,1,5.5,8,1,15.9,8,1
1881/5/12,23.4,8,1,7.5,8,1,14.7,8,1
1881/5/13,16.8,8,1,7.4,8,1,15.2,8,1
1881/5/14,22.7,8,1,12.1,8,1,16.9,8,1
1881/5/15,23.6,8,1,12.7,8,1,17.0,8,1
1881/5/16,23.9,8,1,9.7,8,1,19.7,8,1
1881/5/17,27.8,8,1,12.5,8,1,20.8,8,1
1881/5/18,29.4,8,1,12.7,8,1,21.6,8,1
1881/5/19,24.2,8,1,15.3,8,1,20.2,8,1
1881/5/20,19.2,8,1,10.1,8,1,13.3,8,1
1881/5/21,23.6,8,1,8.3,8,1,17.7,8,1
1881/5/22,20.3,8,1,12.2,8,1,18.3,8,1
1881/5/23,21.1,8,1,13.9,8,1,17.6,8,1
1881/5/24,22.2,8,1,11.9,8,1,16.5,8,1
1881/5/25,24.0,8,1,10.6,8,1,17.9,8,1
1881/5/26,25.1,8,1,10.6,8,1,17.2,8,1
1881/5/27,26.8,8,1,11.2,8,1,18.4,8,1
1881/5/28,27.8,8,1,8.0,8,1,17.9,8,1
1881/5/29,27.8,8,1,8.6,8,1,19.6,8,1
1881/5/30,19.0,8,1,14.3,8,1,16.1,8,1
1881/5/31,23.9,8,1,11.1,8,1,18.1,8,1
1881/6/1,25.6,8,1,8.9,8,1,18.5,8,1
1881/6/2,24.8,8,1,8.9,8,1,20.1,8,1
1881/6/3,27.4,8,1,14.6,8,1,21.9,8,1
1881/6/4,26.6,8,1,15.9,8,1,22.0,8,1
1881/6/5,27.8,8,1,16.7,8,1,22.3,8,1
1881/6/6,22.3,8,1,18.5,8,1,20.4,8,1
1881/6/7,21.7,8,1,17.3,8,1,19.3,8,1
1881/6/8,26.1,8,1,16.3,8,1,20.2,8,1
1881/6/9,24.6,8,1,15.3,8,1,21.2,8,1
1881/6/10,27.9,8,1,18.9,8,1,23.7,8,1
1881/6/11,31.2,8,1,21.2,8,1,26.2,8,1
1881/6/12,28.0,8,1,19.6,8,1,24.2,8,1
1881/6/13,30.3,8,1,18.8,8,1,24.7,8,1
1881/6/14,30.8,8,1,19.5,8,1,25.6,8,1
1881/6/15,25.5,8,1,20.0,8,1,22.6,8,1
1881/6/16,23.5,8,1,18.7,8,1,21.2,8,1
1881/6/17,23.2,8,1,18.9,8,1,21.1,8,1
1881/6/18,28.4,8,1,18.2,8,1,22.6,8,1
1881/6/19,28.9,8,1,18.4,8,1,22.8,8,1
1881/6/20,27.3,8,1,17.3,8,1,21.3,8,1
1881/6/21,27.8,8,1,14.9,8,1,21.7,8,1
1881/6/22,28.7,8,1,17.3,8,1,22.6,8,1
1881/6/23,28.8,8,1,15.9,8,1,22.7,8,1
1881/6/24,30.3,8,1,13.5,8,1,23.7,8,1
1881/6/25,21.3,8,1,17.7,8,1,19.1,8,1
1881/6/26,23.6,8,1,19.0,8,1,22.2,8,1
1881/6/27,25.7,8,1,20.7,8,1,22.4,8,1
1881/6/28,25.9,8,1,19.6,8,1,23.2,8,1
1881/6/29,28.2,8,1,18.7,8,1,23.3,8,1
1881/6/30,29.1,8,1,17.7,8,1,24.6,8,1
1881/7/1,26.1,8,1,21.3,8,1,23.1,8,1
1881/7/2,29.2,8,1,21.9,8,1,25.4,8,1
1881/7/3,25.1,8,1,19.5,8,1,22.7,8,1
1881/7/4,27.6,8,1,17.8,8,1,22.8,8,1
1881/7/5,26.2,8,1,17.3,8,1,23.2,8,1
1881/7/6,28.6,8,1,19.8,8,1,24.1,8,1
1881/7/7,23.3,8,1,19.2,8,1,21.0,8,1
1881/7/8,28.0,8,1,17.8,8,1,23.4,8,1
1881/7/9,30.1,8,1,17.3,8,1,24.0,8,1
1881/7/10,31.8,8,1,18.9,8,1,26.7,8,1
1881/7/11,30.7,8,1,21.1,8,1,25.6,8,1
1881/7/12,29.8,8,1,19.2,8,1,26.3,8,1
1881/7/13,31.4,8,1,21.8,8,1,26.8,8,1
1881/7/14,32.3,8,1,22.3,8,1,27.6,8,1
1881/7/15,33.0,8,1,21.6,8,1,27.4,8,1
1881/7/16,31.6,8,1,23.1,8,1,26.3,8,1
1881/7/17,30.6,8,1,22.2,8,1,26.9,8,1
1881/7/18,25.6,8,1,22.6,8,1,24.3,8,1
1881/7/19,30.1,8,1,21.8,8,1,25.3,8,1
1881/7/20,31.8,8,1,18.9,8,1,23.9,8,1
1881/7/21,31.2,8,1,18.9,8,1,25.8,8,1
1881/7/22,31.2,8,1,18.9,8,1,25.8,8,1
1881/7/23,31.8,8,1,20.7,8,1,27.6,8,1
1881/7/24,33.3,8,1,22.6,8,1,28.2,8,1
1881/7/25,32.4,8,1,23.5,8,1,27.6,8,1
1881/7/26,31.9,8,1,24.1,8,1,27.4,8,1
1881/7/27,31.2,8,1,22.4,8,1,26.3,8,1
1881/7/28,28.9,8,1,21.4,8,1,25.5,8,1
1881/7/29,31.8,8,1,22.2,8,1,27.4,8,1
1881/7/30,32.2,8,1,22.7,8,1,28.2,8,1
1881/7/31,32.4,8,1,25.0,8,1,28.4,8,1
1881/8/1,28.3,8,1,23.6,8,1,26.2,8,1
1881/8/2,29.4,8,1,22.6,8,1,26.7,8,1
1881/8/3,29.5,8,1,22.9,8,1,26.1,8,1
1881/8/4,31.6,8,1,20.7,8,1,26.4,8,1
1881/8/5,32.4,8,1,20.1,8,1,26.8,8,1
1881/8/6,32.2,8,1,22.4,8,1,27.3,8,1
1881/8/7,32.9,8,1,24.2,8,1,27.2,8,1
1881/8/8,34.1,8,1,22.1,8,1,27.4,8,1
1881/8/9,33.2,8,1,22.0,8,1,28.4,8,1
1881/8/10,32.3,8,1,23.8,8,1,28.4,8,1
1881/8/11,33.2,8,1,24.1,8,1,29.0,8,1
1881/8/12,33.0,8,1,22.0,8,1,29.2,8,1
1881/8/13,32.2,8,1,23.8,8,1,26.3,8,1
1881/8/14,31.3,8,1,22.9,8,1,27.6,8,1
1881/8/15,33.1,8,1,23.7,8,1,27.4,8,1
1881/8/16,34.0,8,1,21.8,8,1,27.9,8,1
1881/8/17,35.1,8,1,22.2,8,1,28.1,8,1
1881/8/18,34.0,8,1,22.2,8,1,28.7,8,1
1881/8/19,33.9,8,1,23.3,8,1,28.1,8,1
1881/8/20,34.2,8,1,23.0,8,1,28.4,8,1
1881/8/21,33.0,8,1,21.7,8,1,26.4,8,1
1881/8/22,32.5,8,1,20.4,8,1,26.3,8,1
1881/8/23,33.4,8,1,20.9,8,1,26.9,8,1
1881/8/24,34.6,8,1,21.4,8,1,28.4,8,1
1881/8/25,34.2,8,1,22.7,8,1,27.8,8,1
1881/8/26,34.0,8,1,21.9,8,1,27.8,8,1
1881/8/27,33.3,8,1,21.7,8,1,26.9,8,1
1881/8/28,33.2,8,1,21.2,8,1,28.1,8,1
1881/8/29,33.1,8,1,23.2,8,1,28.7,8,1
1881/8/30,32.9,8,1,24.9,8,1,27.7,8,1
1881/8/31,31.7,8,1,23.1,8,1,27.4,8,1
1881/9/1,35.1,8,1,21.7,8,1,28.3,8,1
1881/9/2,34.6,8,1,21.1,8,1,28.2,8,1
1881/9/3,33.9,8,1,21.1,8,1,26.4,8,1
1881/9/4,34.0,8,1,19.7,8,1,25.9,8,1
1881/9/5,34.4,8,1,19.3,8,1,27.5,8,1
1881/9/6,33.6,8,1,21.1,8,1,25.7,8,1
1881/9/7,32.4,8,1,20.2,8,1,26.7,8,1
1881/9/8,31.2,8,1,22.5,8,1,25.8,8,1
1881/9/9,30.1,8,1,20.9,8,1,25.2,8,1
1881/9/10,27.6,8,1,21.8,8,1,25.0,8,1
1881/9/11,27.3,8,1,20.5,8,1,23.5,8,1
1881/9/12,24.5,8,1,19.4,8,1,21.7,8,1
1881/9/13,25.2,8,1,20.2,8,1,24.4,8,1
1881/9/14,29.5,8,1,20.2,8,1,23.8,8,1
1881/9/15,28.9,8,1,17.3,8,1,22.0,8,1
1881/9/16,30.7,8,1,15.9,8,1,23.9,8,1
1881/9/17,29.6,8,1,17.8,8,1,24.3,8,1
1881/9/18,31.1,8,1,20.0,8,1,26.3,8,1
1881/9/19,27.3,8,1,20.0,8,1,22.8,8,1
1881/9/20,24.1,8,1,18.3,8,1,20.8,8,1
1881/9/21,20.6,8,1,14.5,8,1,17.8,8,1
1881/9/22,17.7,8,1,14.4,8,1,16.6,8,1
1881/9/23,21.2,8,1,15.6,8,1,19.2,8,1
1881/9/24,26.7,8,1,17.2,8,1,20.5,8,1
1881/9/25,21.7,8,1,16.3,8,1,21.4,8,1
1881/9/26,27.7,8,1,20.3,8,1,25.1,8,1
1881/9/27,28.4,8,1,17.4,8,1,23.3,8,1
1881/9/28,27.3,8,1,15.5,8,1,22.6,8,1
1881/9/29,25.2,8,1,16.9,8,1,20.4,8,1
1881/9/30,25.5,8,1,11.4,8,1,17.4,8,1
1881/10/1,22.9,8,1,10.2,8,1,16.0,8,1
1881/10/2,23.3,8,1,8.8,8,1,15.9,8,1
1881/10/3,23.9,8,1,7.9,8,1,15.7,8,1
1881/10/4,24.8,8,1,7.9,8,1,16.7,8,1
1881/10/5,24.9,8,1,9.6,8,1,17.9,8,1
1881/10/6,25.4,8,1,10.5,8,1,19.4,8,1
1881/10/7,21.3,8,1,16.2,8,1,18.3,8,1
1881/10/8,21.8,8,1,15.8,8,1,19.8,8,1
1881/10/9,24.1,8,1,15.6,8,1,18.2,8,1
1881/10/10,22.3,8,1,11.1,8,1,16.7,8,1
1881/10/11,24.5,8,1,7.3,8,1,15.8,8,1
1881/10/12,24.8,8,1,12.2,8,1,18.7,8,1
1881/10/13,24.1,8,1,10.9,8,1,15.7,8,1
1881/10/14,22.9,8,1,8.7,8,1,18.7,8,1
1881/10/15,21.2,8,1,14.5,8,1,17.6,8,1
1881/10/16,21.7,8,1,14.2,8,1,18.4,8,1
1881/10/17,17.1,8,1,14.4,8,1,16.6,8,1
1881/10/18,19.4,8,1,6.3,8,1,13.1,8,1
1881/10/19,16.1,8,1,4.7,8,1,10.6,8,1
1881/10/20,17.9,8,1,9.0,8,1,14.5,8,1
1881/10/21,18.7,8,1,6.3,8,1,12.3,8,1
1881/10/22,20.4,8,1,3.9,8,1,11.8,8,1
1881/10/23,18.3,8,1,5.3,8,1,13.5,8,1
1881/10/24,21.4,8,1,7.6,8,1,12.6,8,1
1881/10/25,22.5,8,1,5.3,8,1,12.8,8,1
1881/10/26,21.7,8,1,4.4,8,1,13.3,8,1
1881/10/27,20.7,8,1,6.4,8,1,12.7,8,1
1881/10/28,22.3,8,1,4.5,8,1,13.4,8,1
1881/10/29,18.0,8,1,9.8,8,1,13.7,8,1
1881/10/30,16.1,8,1,5.9,8,1,11.4,8,1
1881/10/31,19.7,8,1,2.8,8,1,11.0,8,1
1881/11/1,21.8,8,1,5.2,8,1,13.6,8,1
1881/11/2,18.7,8,1,4.5,8,1,10.1,8,1
1881/11/3,19.0,8,1,5.4,8,1,16.6,8,1
1881/11/4,18.1,8,1,12.2,8,1,16.4,8,1
1881/11/5,23.1,8,1,15.6,8,1,18.2,8,1
1881/11/6,22.6,8,1,14.4,8,1,16.8,8,1
1881/11/7,22.2,8,1,8.4,8,1,14.1,8,1
1881/11/8,19.8,8,1,6.7,8,1,14.4,8,1
1881/11/9,22.3,8,1,8.9,8,1,14.1,8,1
1881/11/10,21.2,8,1,6.2,8,1,12.7,8,1
1881/11/11,17.4,8,1,8.1,8,1,11.3,8,1
1881/11/12,14.6,8,1,4.9,8,1,9.4,8,1
1881/11/13,17.5,8,1,1.1,8,1,7.9,8,1
1881/11/14,18.8,8,1,2.3,8,1,10.9,8,1
1881/11/15,18.1,8,1,4.2,8,1,11.2,8,1
1881/11/16,16.6,8,1,3.7,8,1,7.5,8,1
1881/11/17,15.6,8,1,1.9,8,1,8.9,8,1
1881/11/18,16.7,8,1,0.6,8,1,8.1,8,1
1881/11/19,13.6,8,1,1.8,8,1,10.5,8,1
1881/11/20,17.3,8,1,3.8,8,1,10.8,8,1
1881/11/21,10.0,8,1,3.4,8,1,6.8,8,1
1881/11/22,10.6,8,1,2.4,8,1,6.1,8,1
1881/11/23,12.7,8,1,0.3,8,1,4.8,8,1
1881/11/24,14.5,8,1,-0.3,8,1,5.9,8,1
1881/11/25,10.2,8,1,0.1,8,1,5.7,8,1
1881/11/26,12.5,8,1,-1.3,8,1,6.4,8,1
1881/11/27,14.1,8,1,0.1,8,1,7.4,8,1
1881/11/28,15.6,8,1,6.1,8,1,11.0,8,1
1881/11/29,14.5,8,1,7.3,8,1,9.8,8,1
1881/11/30,11.3,8,1,1.9,8,1,5.9,8,1
1881/12/1,10.8,8,1,1.1,8,1,5.1,8,1
1881/12/2,10.7,8,1,3.3,8,1,7.2,8,1
1881/12/3,13.1,8,1,3.6,8,1,6.8,8,1
1881/12/4,13.9,8,1,3.2,8,1,6.4,8,1
1881/12/5,10.3,8,1,0.6,8,1,6.5,8,1
1881/12/6,12.4,8,1,0.7,8,1,6.6,8,1
1881/12/7,7.9,8,1,-1.2,8,1,3.8,8,1
1881/12/8,11.1,8,1,-3.6,8,1,2.0,8,1
1881/12/9,9.0,8,1,-2.4,8,1,6.2,8,1
1881/12/10,12.3,8,1,-2.3,8,1,3.6,8,1
1881/12/11,10.1,8,1,-0.5,8,1,7.6,8,1
1881/12/12,9.6,8,1,5.7,8,1,8.7,8,1
1881/12/13,10.3,8,1,3.3,8,1,6.7,8,1
1881/12/14,9.7,8,1,-1.1,8,1,2.9,8,1
1881/12/15,7.3,8,1,-0.7,8,1,2.4,8,1
1881/12/16,8.0,8,1,-1.8,8,1,4.3,8,1
1881/12/17,8.3,8,1,3.7,8,1,5.4,8,1
1881/12/18,7.0,8,1,-1.4,8,1,1.8,8,1
1881/12/19,6.4,8,1,-3.8,8,1,-0.3,8,1
1881/12/20,7.2,8,1,-5.7,8,1,-0.1,8,1
1881/12/21,10.9,8,1,-4.6,8,1,1.7,8,1
1881/12/22,12.3,8,1,-1.0,8,1,6.4,8,1
1881/12/23,8.1,8,1,2.2,8,1,4.9,8,1
1881/12/24,3.4,8,1,-2.2,8,1,0.5,8,1
1881/12/25,4.7,8,1,-2.8,8,1,-0.6,8,1
1881/12/26,8.4,8,1,-3.1,8,1,3.9,8,1
1881/12/27,6.7,8,1,0.9,8,1,4.1,8,1
1881/12/28,5.8,8,1,-2.4,8,1,0.1,8,1
1881/12/29,8.4,8,1,-2.9,8,1,-0.2,8,1
1881/12/30,6.8,8,1,-3.2,8,1,1.2,8,1
1881/12/31,6.4,8,1,-3.0,8,1,1.1,8,1
1882/1/1,5.2,8,1,-2.4,8,1,2.3,8,1
1882/1/2,8.7,8,1,-2.9,8,1,1.0,8,1
1882/1/3,8.7,8,1,-4.4,8,1,2.3,8,1
