É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2026/02/18 17:24:09

,ãûìs,ãûìs,ãûìs,ãûìs,ãûìs,ãûìs,ãûìs,ãûìs,ãûìs
1930/2/1,14.3,8,1,-3.1,8,1,4.1,8,1
1930/2/2,8.8,8,1,-2.5,8,1,2.4,8,1
1930/2/3,7.6,8,1,0.4,8,1,2.9,8,1
1930/2/4,7.3,8,1,1.4,8,1,3.4,8,1
1930/2/5,5.7,8,1,-1.2,8,1,2.3,8,1
1930/2/6,9.9,8,1,2.2,8,1,4.3,8,1
1930/2/7,5.6,8,1,1.6,8,1,3.4,8,1
1930/2/8,9.7,8,1,-2.0,8,1,4.4,8,1
1930/2/9,8.0,8,1,4.3,8,1,6.4,8,1
1930/2/10,6.8,8,1,2.7,8,1,5.0,8,1
1930/2/11,4.4,8,1,-1.3,8,1,1.0,8,1
1930/2/12,2.3,8,1,-3.0,8,1,-0.9,8,1
1930/2/13,2.9,8,1,-2.8,8,1,0.8,8,1
1930/2/14,4.7,8,1,0.8,8,1,2.6,8,1
1930/2/15,7.7,8,1,-1.6,8,1,3.3,8,1
1930/2/16,11.4,8,1,-1.7,8,1,3.4,8,1
1930/2/17,6.6,8,1,-0.6,8,1,2.6,8,1
1930/2/18,9.5,8,1,-4.1,8,1,2.1,8,1
1930/2/19,10.5,8,1,2.6,8,1,6.7,8,1
1930/2/20,15.3,8,1,0.4,8,1,7.0,8,1
1930/2/21,16.7,8,1,-1.1,8,1,6.2,8,1
1930/2/22,15.2,8,1,3.9,8,1,8.6,8,1
1930/2/23,19.7,8,1,2.9,8,1,10.4,8,1
1930/2/24,21.0,8,1,10.5,8,1,13.7,8,1
1930/2/25,16.8,8,1,6.1,8,1,10.4,8,1
1930/2/26,9.5,8,1,5.7,8,1,7.9,8,1
1930/2/27,12.0,8,1,3.6,8,1,7.8,8,1
1930/2/28,5.4,8,1,1.0,8,1,3.1,8,1
1930/3/1,15.3,8,1,0.4,8,1,5.8,8,1
1930/3/2,12.5,8,1,5.0,8,1,8.4,8,1
1930/3/3,13.4,8,1,8.6,8,1,10.7,8,1
1930/3/4,10.0,8,1,5.2,8,1,7.4,8,1
1930/3/5,9.0,8,1,3.4,8,1,5.8,8,1
1930/3/6,8.8,8,1,4.1,8,1,5.8,8,1
1930/3/7,9.0,8,1,3.3,8,1,6.3,8,1
1930/3/8,9.2,8,1,5.2,8,1,7.0,8,1
1930/3/9,9.2,8,1,2.7,8,1,5.3,8,1
1930/3/10,7.4,8,1,-2.2,8,1,2.3,8,1
1930/3/11,7.5,8,1,-1.6,8,1,1.8,8,1
1930/3/12,11.7,8,1,-2.5,8,1,5.2,8,1
1930/3/13,17.8,8,1,7.5,8,1,12.5,8,1
1930/3/14,14.9,8,1,7.1,8,1,9.8,8,1
1930/3/15,16.0,8,1,6.4,8,1,10.5,8,1
1930/3/16,13.2,8,1,4.2,8,1,7.9,8,1
1930/3/17,15.0,8,1,0.6,8,1,7.0,8,1
1930/3/18,13.8,8,1,1.0,8,1,6.3,8,1
1930/3/19,16.0,8,1,-0.6,8,1,7.0,8,1
1930/3/20,9.6,8,1,4.4,8,1,6.1,8,1
1930/3/21,11.3,8,1,1.2,8,1,5.4,8,1
1930/3/22,17.2,8,1,-2.8,8,1,6.7,8,1
1930/3/23,20.2,8,1,1.8,8,1,10.7,8,1
1930/3/24,22.3,8,1,4.0,8,1,12.8,8,1
1930/3/25,22.8,8,1,8.8,8,1,13.8,8,1
1930/3/26,23.1,8,1,2.9,8,1,12.5,8,1
1930/3/27,22.2,8,1,5.1,8,1,13.0,8,1
1930/3/28,17.9,8,1,11.0,8,1,14.0,8,1
1930/3/29,20.3,8,1,9.8,8,1,15.0,8,1
1930/3/30,14.5,8,1,5.8,8,1,9.3,8,1
1930/3/31,9.5,8,1,4.1,8,1,6.2,8,1
1930/4/1,15.4,8,1,2.2,8,1,8.2,8,1
1930/4/2,10.9,8,1,4.5,8,1,7.8,8,1
1930/4/3,13.1,8,1,5.2,8,1,8.4,8,1
1930/4/4,16.8,8,1,3.5,8,1,8.6,8,1
1930/4/5,17.3,8,1,2.5,8,1,10.8,8,1
1930/4/6,23.6,8,1,8.5,8,1,15.8,8,1
1930/4/7,23.0,8,1,10.0,8,1,14.8,8,1
1930/4/8,19.5,8,1,8.0,8,1,14.2,8,1
1930/4/9,23.4,8,1,10.5,8,1,15.6,8,1
1930/4/10,22.9,8,1,7.4,8,1,14.9,8,1
1930/4/11,18.2,8,1,12.0,8,1,15.0,8,1
1930/4/12,16.4,8,1,7.8,8,1,11.7,8,1
1930/4/13,18.6,8,1,7.6,8,1,12.2,8,1
1930/4/14,17.9,8,1,8.2,8,1,13.1,8,1
1930/4/15,13.6,8,1,10.8,8,1,12.3,8,1
1930/4/16,20.3,8,1,6.6,8,1,12.6,8,1
1930/4/17,23.6,8,1,3.3,8,1,13.8,8,1
1930/4/18,24.4,8,1,9.2,8,1,16.9,8,1
1930/4/19,27.1,8,1,7.9,8,1,17.4,8,1
1930/4/20,27.6,8,1,13.9,8,1,20.7,8,1
1930/4/21,20.9,8,1,8.4,8,1,15.1,8,1
1930/4/22,22.5,8,1,3.5,8,1,12.2,8,1
1930/4/23,22.7,8,1,4.2,8,1,14.5,8,1
1930/4/24,17.3,8,1,13.9,8,1,15.5,8,1
1930/4/25,22.0,8,1,14.7,8,1,18.6,8,1
1930/4/26,21.3,8,1,8.7,8,1,14.8,8,1
1930/4/27,22.8,8,1,3.8,8,1,13.7,8,1
1930/4/28,21.3,8,1,11.8,8,1,16.0,8,1
1930/4/29,19.3,8,1,14.1,8,1,16.1,8,1
1930/4/30,16.7,8,1,13.0,8,1,14.6,8,1
1930/5/1,14.4,8,1,12.0,8,1,12.9,8,1
1930/5/2,15.4,8,1,12.2,8,1,14.0,8,1
1930/5/3,22.2,8,1,11.1,8,1,16.0,8,1
1930/5/4,24.0,8,1,9.6,8,1,16.8,8,1
1930/5/5,24.3,8,1,12.7,8,1,18.5,8,1
1930/5/6,22.3,8,1,12.0,8,1,16.9,8,1
1930/5/7,20.8,8,1,9.7,8,1,14.2,8,1
1930/5/8,25.6,8,1,5.8,8,1,15.8,8,1
1930/5/9,20.1,8,1,10.4,8,1,15.7,8,1
1930/5/10,26.2,8,1,16.4,8,1,19.7,8,1
1930/5/11,25.6,8,1,12.4,8,1,18.5,8,1
1930/5/12,21.9,8,1,11.5,8,1,16.4,8,1
1930/5/13,26.9,8,1,11.3,8,1,17.9,8,1
1930/5/14,26.1,8,1,8.1,8,1,18.0,8,1
1930/5/15,27.1,8,1,14.6,8,1,20.4,8,1
1930/5/16,28.0,8,1,11.9,8,1,19.7,8,1
1930/5/17,23.6,8,1,12.6,8,1,18.8,8,1
1930/5/18,28.5,8,1,11.6,8,1,20.4,8,1
1930/5/19,19.6,8,1,16.5,8,1,18.1,8,1
1930/5/20,26.0,8,1,14.5,8,1,19.9,8,1
1930/5/21,26.0,8,1,11.4,8,1,18.5,8,1
1930/5/22,23.1,8,1,14.3,8,1,18.2,8,1
1930/5/23,23.7,8,1,13.1,8,1,17.5,8,1
1930/5/24,24.5,8,1,9.5,8,1,16.2,8,1
1930/5/25,24.1,8,1,6.9,8,1,15.9,8,1
1930/5/26,24.5,8,1,6.6,8,1,16.7,8,1
1930/5/27,20.0,8,1,13.2,8,1,16.9,8,1
1930/5/28,22.0,8,1,15.2,8,1,18.1,8,1
1930/5/29,29.0,8,1,12.1,8,1,19.9,8,1
1930/5/30,30.0,8,1,13.1,8,1,21.1,8,1
1930/5/31,28.3,8,1,11.1,8,1,20.5,8,1
1930/6/1,27.2,8,1,15.5,8,1,21.8,8,1
1930/6/2,26.8,8,1,19.3,8,1,22.4,8,1
1930/6/3,31.1,8,1,12.8,8,1,21.8,8,1
1930/6/4,25.4,8,1,15.0,8,1,19.8,8,1
1930/6/5,24.4,8,1,15.9,8,1,19.1,8,1
1930/6/6,26.8,8,1,12.4,8,1,19.4,8,1
1930/6/7,26.7,8,1,12.8,8,1,19.7,8,1
1930/6/8,25.9,8,1,13.0,8,1,19.8,8,1
1930/6/9,28.7,8,1,15.8,8,1,21.8,8,1
1930/6/10,29.1,8,1,13.7,8,1,21.2,8,1
1930/6/11,29.3,8,1,14.4,8,1,21.6,8,1
1930/6/12,31.5,8,1,13.5,8,1,22.7,8,1
1930/6/13,32.1,8,1,14.5,8,1,23.4,8,1
1930/6/14,30.6,8,1,17.5,8,1,24.4,8,1
1930/6/15,25.0,8,1,17.6,8,1,21.2,8,1
1930/6/16,23.4,8,1,16.4,8,1,20.0,8,1
1930/6/17,24.9,8,1,16.1,8,1,20.4,8,1
1930/6/18,27.7,8,1,12.7,8,1,20.7,8,1
1930/6/19,26.6,8,1,17.3,8,1,21.2,8,1
1930/6/20,28.0,8,1,14.4,8,1,21.5,8,1
1930/6/21,21.4,8,1,18.4,8,1,20.0,8,1
1930/6/22,32.1,8,1,19.2,8,1,25.7,8,1
1930/6/23,28.1,8,1,19.2,8,1,23.8,8,1
1930/6/24,29.6,8,1,15.5,8,1,22.8,8,1
1930/6/25,29.1,8,1,20.8,8,1,24.7,8,1
1930/6/26,25.7,8,1,21.2,8,1,23.5,8,1
1930/6/27,24.2,8,1,21.7,8,1,22.6,8,1
1930/6/28,26.4,8,1,21.7,8,1,23.4,8,1
1930/6/29,27.4,8,1,20.7,8,1,22.8,8,1
1930/6/30,29.5,8,1,18.5,8,1,23.4,8,1
1930/7/1,31.5,8,1,20.2,8,1,26.6,8,1
1930/7/2,30.2,8,1,22.3,8,1,25.6,8,1
1930/7/3,32.8,8,1,20.6,8,1,26.6,8,1
1930/7/4,33.4,8,1,21.7,8,1,27.0,8,1
1930/7/5,32.3,8,1,22.5,8,1,27.0,8,1
1930/7/6,29.4,8,1,22.4,8,1,25.5,8,1
1930/7/7,30.9,8,1,22.3,8,1,26.1,8,1
1930/7/8,29.7,8,1,19.6,8,1,23.4,8,1
1930/7/9,23.9,8,1,21.1,8,1,22.6,8,1
1930/7/10,29.3,8,1,21.6,8,1,25.1,8,1
1930/7/11,30.8,8,1,23.6,8,1,25.6,8,1
1930/7/12,33.3,8,1,23.8,8,1,27.3,8,1
1930/7/13,34.5,8,1,22.1,8,1,27.9,8,1
1930/7/14,36.3,8,1,22.4,8,1,28.4,8,1
1930/7/15,35.6,8,1,22.7,8,1,28.7,8,1
1930/7/16,35.5,8,1,21.5,8,1,28.4,8,1
1930/7/17,36.3,8,1,22.0,8,1,29.1,8,1
1930/7/18,33.0,8,1,27.2,8,1,29.2,8,1
1930/7/19,33.0,8,1,25.1,8,1,29.0,8,1
1930/7/20,32.6,8,1,24.7,8,1,27.7,8,1
1930/7/21,32.6,8,1,21.9,8,1,26.4,8,1
1930/7/22,34.0,8,1,23.5,8,1,27.6,8,1
1930/7/23,33.6,8,1,24.3,8,1,28.5,8,1
1930/7/24,33.7,8,1,23.7,8,1,28.7,8,1
1930/7/25,33.3,8,1,24.3,8,1,26.5,8,1
1930/7/26,33.0,8,1,23.3,8,1,27.2,8,1
1930/7/27,32.9,8,1,24.0,8,1,28.4,8,1
1930/7/28,33.8,8,1,21.8,8,1,28.2,8,1
1930/7/29,35.4,8,1,22.7,8,1,28.2,8,1
1930/7/30,34.2,8,1,23.3,8,1,29.0,8,1
1930/7/31,28.7,8,1,24.1,8,1,25.5,8,1
1930/8/1,27.0,8,1,23.2,8,1,24.6,8,1
1930/8/2,31.7,8,1,19.7,8,1,25.5,8,1
1930/8/3,32.6,8,1,22.1,8,1,27.1,8,1
1930/8/4,32.3,8,1,22.2,8,1,27.2,8,1
1930/8/5,35.1,8,1,22.4,8,1,27.8,8,1
1930/8/6,34.1,8,1,23.0,8,1,28.3,8,1
1930/8/7,34.4,8,1,23.7,8,1,28.4,8,1
1930/8/8,34.5,8,1,23.1,8,1,27.1,8,1
1930/8/9,34.9,8,1,22.1,8,1,28.2,8,1
1930/8/10,34.7,8,1,24.4,8,1,27.9,8,1
1930/8/11,33.4,8,1,22.8,8,1,27.8,8,1
1930/8/12,32.1,8,1,26.0,8,1,28.8,8,1
1930/8/13,29.2,8,1,24.5,8,1,26.8,8,1
1930/8/14,35.1,8,1,22.6,8,1,28.1,8,1
1930/8/15,33.7,8,1,23.4,8,1,28.3,8,1
1930/8/16,33.2,8,1,21.9,8,1,27.2,8,1
1930/8/17,33.0,8,1,20.4,8,1,26.4,8,1
1930/8/18,32.9,8,1,20.1,8,1,26.7,8,1
1930/8/19,33.8,8,1,22.6,8,1,28.1,8,1
1930/8/20,32.5,8,1,25.2,8,1,27.7,8,1
1930/8/21,34.5,8,1,22.6,8,1,28.6,8,1
1930/8/22,34.7,8,1,23.3,8,1,28.8,8,1
1930/8/23,35.2,8,1,22.5,8,1,28.7,8,1
1930/8/24,36.8,8,1,24.5,8,1,29.7,8,1
1930/8/25,34.9,8,1,24.3,8,1,27.9,8,1
1930/8/26,34.4,8,1,22.8,8,1,27.5,8,1
1930/8/27,35.7,8,1,19.0,8,1,26.4,8,1
1930/8/28,33.6,8,1,20.8,8,1,27.1,8,1
1930/8/29,32.3,8,1,23.3,8,1,27.0,8,1
1930/8/30,33.9,8,1,23.2,8,1,27.3,8,1
1930/8/31,33.9,8,1,23.4,8,1,26.9,8,1
1930/9/1,33.2,8,1,22.3,8,1,25.9,8,1
1930/9/2,33.0,8,1,21.3,8,1,26.9,8,1
1930/9/3,33.8,8,1,22.0,8,1,27.4,8,1
1930/9/4,31.7,8,1,22.1,8,1,25.8,8,1
1930/9/5,30.3,8,1,18.1,8,1,23.5,8,1
1930/9/6,29.7,8,1,16.4,8,1,23.1,8,1
1930/9/7,29.3,8,1,15.1,8,1,22.0,8,1
1930/9/8,30.0,8,1,14.6,8,1,21.5,8,1
1930/9/9,30.4,8,1,14.0,8,1,22.1,8,1
1930/9/10,32.0,8,1,16.4,8,1,23.6,8,1
1930/9/11,32.7,8,1,19.1,8,1,25.7,8,1
1930/9/12,24.5,8,1,18.6,8,1,22.3,8,1
1930/9/13,29.3,8,1,14.3,8,1,21.4,8,1
1930/9/14,24.4,8,1,16.5,8,1,19.8,8,1
1930/9/15,25.0,8,1,17.9,8,1,21.1,8,1
1930/9/16,29.6,8,1,19.0,8,1,23.2,8,1
1930/9/17,26.0,8,1,20.1,8,1,22.1,8,1
1930/9/18,25.2,8,1,20.2,8,1,22.2,8,1
1930/9/19,23.3,8,1,16.7,8,1,20.0,8,1
1930/9/20,27.0,8,1,12.4,8,1,19.1,8,1
1930/9/21,26.8,8,1,13.2,8,1,19.6,8,1
1930/9/22,28.5,8,1,12.8,8,1,19.9,8,1
1930/9/23,20.1,8,1,14.9,8,1,17.3,8,1
1930/9/24,26.1,8,1,11.7,8,1,18.3,8,1
1930/9/25,23.1,8,1,10.0,8,1,17.5,8,1
1930/9/26,26.9,8,1,15.5,8,1,19.7,8,1
1930/9/27,28.3,8,1,14.2,8,1,20.2,8,1
1930/9/28,26.8,8,1,13.7,8,1,18.8,8,1
1930/9/29,24.2,8,1,12.7,8,1,17.6,8,1
1930/9/30,24.6,8,1,11.2,8,1,16.9,8,1
1930/10/1,25.2,8,1,9.5,8,1,18.2,8,1
1930/10/2,21.7,8,1,17.6,8,1,19.6,8,1
1930/10/3,24.5,8,1,13.3,8,1,17.6,8,1
1930/10/4,22.9,8,1,9.7,8,1,15.6,8,1
1930/10/5,24.5,8,1,11.0,8,1,15.8,8,1
1930/10/6,24.8,8,1,8.8,8,1,15.9,8,1
1930/10/7,24.0,8,1,8.6,8,1,15.6,8,1
1930/10/8,25.8,8,1,8.8,8,1,16.2,8,1
1930/10/9,23.2,8,1,9.5,8,1,16.0,8,1
1930/10/10,26.2,8,1,13.8,8,1,18.5,8,1
1930/10/11,26.0,8,1,12.7,8,1,18.4,8,1
1930/10/12,22.1,8,1,9.7,8,1,15.5,8,1
1930/10/13,25.6,8,1,5.7,8,1,14.9,8,1
1930/10/14,23.7,8,1,8.6,8,1,14.9,8,1
1930/10/15,23.7,8,1,7.8,8,1,14.6,8,1
1930/10/16,23.2,8,1,7.6,8,1,14.4,8,1
1930/10/17,23.4,8,1,8.0,8,1,15.0,8,1
1930/10/18,24.3,8,1,9.2,8,1,16.0,8,1
1930/10/19,27.2,8,1,8.1,8,1,17.8,8,1
1930/10/20,23.5,8,1,15.3,8,1,18.5,8,1
1930/10/21,21.6,8,1,14.5,8,1,17.6,8,1
1930/10/22,23.2,8,1,11.8,8,1,16.5,8,1
1930/10/23,22.8,8,1,8.7,8,1,15.5,8,1
1930/10/24,22.5,8,1,13.1,8,1,16.8,8,1
1930/10/25,18.0,8,1,13.0,8,1,15.4,8,1
1930/10/26,21.1,8,1,13.1,8,1,16.6,8,1
1930/10/27,21.9,8,1,8.4,8,1,13.7,8,1
1930/10/28,20.8,8,1,7.5,8,1,15.0,8,1
1930/10/29,21.6,8,1,12.2,8,1,16.6,8,1
1930/10/30,15.5,8,1,11.6,8,1,13.0,8,1
1930/10/31,18.7,8,1,10.4,8,1,13.9,8,1
1930/11/1,20.0,8,1,7.6,8,1,14.0,8,1
1930/11/2,16.6,8,1,10.3,8,1,13.9,8,1
1930/11/3,17.0,8,1,6.1,8,1,9.9,8,1
1930/11/4,15.8,8,1,3.9,8,1,9.4,8,1
1930/11/5,15.6,8,1,1.6,8,1,7.6,8,1
1930/11/6,12.7,8,1,2.5,8,1,7.4,8,1
1930/11/7,18.3,8,1,1.4,8,1,9.4,8,1
1930/11/8,19.1,8,1,9.5,8,1,13.8,8,1
1930/11/9,19.9,8,1,13.6,8,1,16.0,8,1
1930/11/10,18.1,8,1,10.0,8,1,13.4,8,1
1930/11/11,19.4,8,1,7.1,8,1,12.2,8,1
1930/11/12,10.7,8,1,2.7,8,1,6.0,8,1
1930/11/13,13.7,8,1,0.4,8,1,5.7,8,1
1930/11/14,15.9,8,1,-0.9,8,1,5.9,8,1
1930/11/15,16.9,8,1,0.4,8,1,7.1,8,1
1930/11/16,12.1,8,1,1.8,8,1,6.9,8,1
1930/11/17,13.6,8,1,3.0,8,1,7.2,8,1
1930/11/18,13.5,8,1,2.7,8,1,6.6,8,1
1930/11/19,12.8,8,1,-0.2,8,1,7.6,8,1
1930/11/20,18.1,8,1,10.7,8,1,13.4,8,1
1930/11/21,17.4,8,1,5.3,8,1,11.8,8,1
1930/11/22,15.2,8,1,2.0,8,1,8.7,8,1
1930/11/23,14.6,8,1,6.1,8,1,10.1,8,1
1930/11/24,12.3,8,1,2.6,8,1,7.0,8,1
1930/11/25,11.0,8,1,2.6,8,1,5.4,8,1
1930/11/26,14.6,8,1,0.3,8,1,6.0,8,1
1930/11/27,15.7,8,1,0.2,8,1,6.4,8,1
1930/11/28,13.4,8,1,1.5,8,1,6.7,8,1
1930/11/29,14.9,8,1,-0.1,8,1,5.8,8,1
1930/11/30,10.8,8,1,1.5,8,1,6.6,8,1
1930/12/1,13.0,8,1,6.5,8,1,9.6,8,1
1930/12/2,12.2,8,1,2.6,8,1,7.0,8,1
1930/12/3,11.6,8,1,-0.4,8,1,4.5,8,1
1930/12/4,9.8,8,1,-0.9,8,1,3.6,8,1
1930/12/5,6.9,8,1,0.5,8,1,4.0,8,1
1930/12/6,11.1,8,1,4.3,8,1,6.8,8,1
1930/12/7,13.3,8,1,1.0,8,1,5.2,8,1
1930/12/8,13.6,8,1,0.9,8,1,6.5,8,1
1930/12/9,10.2,8,1,6.1,8,1,7.9,8,1
1930/12/10,14.2,8,1,5.3,8,1,7.7,8,1
1930/12/11,15.5,8,1,5.8,8,1,8.9,8,1
1930/12/12,16.8,8,1,0.3,8,1,6.0,8,1
1930/12/13,12.3,8,1,2.4,8,1,6.2,8,1
1930/12/14,10.1,8,1,1.6,8,1,4.6,8,1
1930/12/15,8.5,8,1,-1.7,8,1,2.9,8,1
1930/12/16,9.4,8,1,-1.5,8,1,3.6,8,1
1930/12/17,12.3,8,1,-1.0,8,1,4.2,8,1
1930/12/18,11.7,8,1,-2.5,8,1,3.5,8,1
1930/12/19,19.3,8,1,1.3,8,1,9.0,8,1
1930/12/20,13.8,8,1,4.8,8,1,8.7,8,1
1930/12/21,10.7,8,1,3.8,8,1,6.4,8,1
1930/12/22,7.4,8,1,1.0,8,1,3.8,8,1
1930/12/23,7.6,8,1,-0.8,8,1,2.4,8,1
1930/12/24,8.7,8,1,-0.8,8,1,2.1,8,1
1930/12/25,9.4,8,1,-2.7,8,1,2.6,8,1
1930/12/26,11.9,8,1,-4.1,8,1,2.7,8,1
1930/12/27,14.7,8,1,-1.2,8,1,5.1,8,1
1930/12/28,11.7,8,1,-0.8,8,1,5.5,8,1
1930/12/29,12.6,8,1,4.3,8,1,8.1,8,1
1930/12/30,8.4,8,1,0.2,8,1,3.5,8,1
1930/12/31,5.6,8,1,-1.2,8,1,2.0,8,1
1931/1/1,4.3,8,1,0.8,8,1,2.8,8,1
1931/1/2,10.0,8,1,4.0,8,1,6.3,8,1
1931/1/3,11.7,8,1,2.2,8,1,6.7,8,1
1931/1/4,8.5,8,1,-0.2,8,1,4.5,8,1
1931/1/5,12.2,8,1,6.5,8,1,8.8,8,1
1931/1/6,8.5,8,1,5.6,8,1,6.6,8,1
1931/1/7,10.6,8,1,2.0,8,1,6.2,8,1
1931/1/8,6.6,8,1,3.8,8,1,4.7,8,1
1931/1/9,8.4,8,1,3.9,8,1,6.4,8,1
1931/1/10,7.1,8,1,-5.4,8,1,-0.3,8,1
1931/1/11,2.1,8,1,-6.6,8,1,-2.9,8,1
1931/1/12,3.0,8,1,-5.7,8,1,-1.2,8,1
1931/1/13,4.8,8,1,-3.2,8,1,0.3,8,1
1931/1/14,6.1,8,1,-4.5,8,1,1.1,8,1
1931/1/15,8.8,8,1,-2.5,8,1,1.5,8,1
1931/1/16,10.4,8,1,-3.2,8,1,2.9,8,1
1931/1/17,10.8,8,1,0.4,8,1,4.9,8,1
1931/1/18,10.9,8,1,0.4,8,1,4.2,8,1
1931/1/19,9.2,8,1,-3.5,8,1,2.0,8,1
1931/1/20,9.5,8,1,-3.5,8,1,1.8,8,1
1931/1/21,5.1,8,1,-2.6,8,1,1.5,8,1
1931/1/22,5.9,8,1,-0.2,8,1,2.8,8,1
1931/1/23,8.1,8,1,2.9,8,1,5.3,8,1
1931/1/24,8.5,8,1,0.2,8,1,4.4,8,1
1931/1/25,5.3,8,1,-2.5,8,1,1.8,8,1
1931/1/26,10.9,8,1,4.1,8,1,6.3,8,1
1931/1/27,4.9,8,1,-2.2,8,1,0.5,8,1
1931/1/28,7.8,8,1,-3.1,8,1,1.5,8,1
1931/1/29,8.9,8,1,-1.6,8,1,2.5,8,1
1931/1/30,11.0,8,1,0.2,8,1,4.7,8,1
1931/1/31,14.3,8,1,-1.0,8,1,5.3,8,1
1931/2/1,8.3,8,1,0.2,8,1,4.8,8,1
1931/2/2,11.9,8,1,3.1,8,1,6.8,8,1
1931/2/3,16.1,8,1,1.3,8,1,7.0,8,1
1931/2/4,17.0,8,1,4.7,8,1,10.2,8,1
1931/2/5,11.1,8,1,6.7,8,1,8.7,8,1
1931/2/6,9.5,8,1,1.9,8,1,4.9,8,1
1931/2/7,5.6,8,1,-1.9,8,1,1.6,8,1
1931/2/8,3.8,8,1,-3.7,8,1,-0.6,8,1
1931/2/9,5.9,8,1,-3.7,8,1,0.9,8,1
1931/2/10,6.3,8,1,0.0,8,1,2.1,8,1
1931/2/11,7.4,8,1,-3.4,8,1,1.8,8,1
1931/2/12,6.0,8,1,-1.3,8,1,1.9,8,1
1931/2/13,3.5,8,1,-3.2,8,1,0.3,8,1
1931/2/14,8.9,8,1,1.1,8,1,4.5,8,1
1931/2/15,7.2,8,1,0.0,8,1,3.3,8,1
1931/2/16,3.4,8,1,-1.7,8,1,1.8,8,1
1931/2/17,3.9,8,1,0.4,8,1,2.4,8,1
1931/2/18,7.5,8,1,-0.6,8,1,1.9,8,1
1931/2/19,10.4,8,1,-1.1,8,1,3.5,8,1
1931/2/20,10.0,8,1,-2.2,8,1,3.1,8,1
1931/2/21,10.1,8,1,-0.2,8,1,3.6,8,1
1931/2/22,6.6,8,1,0.9,8,1,3.4,8,1
1931/2/23,10.7,8,1,-3.1,8,1,3.5,8,1
1931/2/24,7.8,8,1,-2.1,8,1,1.9,8,1
1931/2/25,7.1,8,1,-3.5,8,1,1.4,8,1
1931/2/26,11.0,8,1,-2.5,8,1,3.6,8,1
1931/2/27,9.2,8,1,-0.1,8,1,4.6,8,1
1931/2/28,9.7,8,1,-2.0,8,1,2.4,8,1
1931/3/1,4.3,8,1,-3.3,8,1,-0.4,8,1
1931/3/2,6.5,8,1,-4.1,8,1,0.5,8,1
1931/3/3,13.4,8,1,-5.2,8,1,3.5,8,1
1931/3/4,10.3,8,1,3.1,8,1,6.8,8,1
1931/3/5,10.0,8,1,1.2,8,1,5.2,8,1
1931/3/6,17.9,8,1,-1.6,8,1,7.7,8,1
1931/3/7,12.3,8,1,2.7,8,1,8.2,8,1
